Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
588,LOAN00588,31.0,2386430.0,22,Single,Graduate,17,739952.0,Business Loan,366486.0,24,13.88,17575.0,Average,1.0,0.17,33,63,6,278446.0,220124.0,0.79,0,1,0,0,0,138.0,2,666145.0,1,132,0,0,0,0,,2021-08-16,Active,632241.0,Monthly,69181.0,40611.0,89028.0,0.1728,0,77,1,0.9184,1.0,0,0,Current,Current,0,27,6,1,54,168289.0,2
569,LOAN00569,63.0,604877.0,24,Single,Graduate,4,475978.0,Business Loan,1950139.0,60,8.85,40339.0,Average,0.0,0.27,64,92,2,1601926.0,472911.0,0.3,1,0,0,0,0,216.0,2,475739.0,1,81,0,0,0,0,,2021-09-07,Active,489711.0,Monthly,247102.0,166948.0,7920.0,0.5577,4,50,5,0.9193,0.0,0,0,Current,Current,0,39,9,5,57,1561161.0,53
861,LOAN00861,42.0,2377116.0,26,Married,High School,24,652349.0,Personal Loan,1439808.0,84,17.52,29857.0,Average,0.0,0.52,98,82,1,2131623.0,294796.0,0.14,3,0,0,0,0,278.0,2,119410.0,0,198,0,0,0,0,,2020-08-17,Active,103210.0,Monthly,48960.0,30821.0,28126.0,0.796177,2,17,3,0.8222,0.0,0,0,Current,Current,2,2,1,3,55,1513821.0,43
746,LOAN00746,41.0,748622.0,26,Married,High School,19,170882.0,Personal Loan,1214419.0,12,10.79,107213.0,Average,4.0,0.75,78,40,11,1338734.0,326773.0,0.24,4,0,0,0,1,117.0,3,46465.0,4,107,60,2,1,0,,2020-06-21,NPA,49884.0,Monthly,189293.0,179154.0,47494.0,0.7473,9,34,4,0.5777,1.0,60,60,61-90 DPD,1-30 DPD,4,2,3,4,21,1217539.0,5
114,LOAN00114,47.0,1214908.0,13,Married,Graduate,21,614272.0,Personal Loan,1257333.0,84,11.56,21900.0,Good,0.0,0.31,94,88,0,2730611.0,505677.0,0.19,3,1,0,0,0,178.0,1,576741.0,0,111,0,0,0,0,,2021-03-20,Active,532434.0,Monthly,73425.0,60857.0,91486.0,0.609,2,68,5,0.8777,1.0,0,0,Current,Current,0,31,3,6,21,2613731.0,8
932,LOAN00932,53.0,997702.0,26,Married,High School,5,27553.0,Education Loan,1663132.0,72,11.72,32272.0,Good,0.0,0.16,70,86,13,2293176.0,1179910.0,0.51,1,1,0,0,0,107.0,0,530688.0,1,182,0,0,0,0,,2021-04-08,Active,500512.0,Irregular,126187.0,87365.0,39783.0,0.3969,1,43,8,0.85,0.0,0,0,Current,Current,0,3,8,3,33,2247984.0,41
25,LOAN00025,47.0,884780.0,20,Divorced,High School,4,201770.0,Home Loan,770195.0,12,19.5,71162.0,Good,1.0,0.29,91,61,12,2210867.0,497844.0,0.23,3,0,0,0,0,93.0,2,64157.0,1,83,0,0,0,0,,2022-04-09,Active,76221.0,Irregular,93065.0,76906.0,34384.0,0.5435,4,46,2,0.8985,0.0,0,0,Current,Current,3,46,0,5,29,1628312.0,34
286,LOAN00286,29.0,668817.0,1,Single,High School,18,102083.0,Personal Loan,466029.0,60,13.69,10768.0,Poor,1.0,0.72,71,56,1,682908.0,152899.0,0.22,7,0,1,0,1,75.0,4,72933.0,4,22,60,1,1,0,,2020-07-17,NPA,65423.0,Irregular,108537.0,72488.0,88238.0,0.1817,6,33,5,0.4933,4.0,0,60,31-60 DPD,1-30 DPD,0,1,5,8,10,379808.0,22
994,LOAN00994,52.0,402575.0,5,Divorced,Graduate,1,690935.0,Business Loan,392789.0,48,15.7,11071.0,Good,0.0,0.32,91,78,7,1325820.0,246598.0,0.19,2,0,0,0,0,296.77,5,570789.0,0,161,0,0,0,0,,2020-09-15,Active,569027.0,Monthly,49000.0,36127.0,47284.0,0.7939,0,58,0,0.9645,1.0,0,0,Current,Current,3,30,7,2,29,1228441.0,31
724,LOAN00724,26.0,2298974.0,26,Married,Graduate,2,129959.0,Education Loan,549415.0,36,15.49,19177.0,Good,0.0,0.39,71,58,2,2367911.0,1426564.0,0.6,3,0,0,0,0,182.0,2,110059.0,0,55,0,0,0,0,,2021-11-03,Active,113290.0,Bi-Monthly,189071.0,112521.0,64638.0,0.2935,1,60,1,0.834,1.0,0,0,Current,Current,1,22,3,4,26,1507083.0,25
108,LOAN00108,26.0,2294289.0,21,Single,High School,21,48370.0,Home Loan,820093.0,72,14.61,17167.0,Average,0.0,0.22,99,89,2,2415921.0,1773537.0,0.73,3,0,0,0,0,232.0,1,351227.0,1,129,0,0,0,0,,2020-11-27,Active,346987.0,Monthly,102499.0,55402.0,7969.0,0.451,4,67,6,0.9892,1.0,0,0,Current,Current,1,35,3,7,47,2868429.0,1
168,LOAN00168,51.0,1072638.0,16,Single,High School,8,167491.0,Auto Loan,1332897.0,84,13.7,24758.0,Good,0.0,0.42,48,91,6,446423.0,293525.0,0.66,0,1,0,0,0,227.0,1,162463.0,0,57,0,0,0,0,,2020-05-10,Active,168809.0,Monthly,85444.0,69455.0,86005.0,0.7769,4,66,7,0.9802,1.0,0,0,Current,Current,3,2,0,2,44,223844.0,57
668,LOAN00668,37.0,1555513.0,9,Married,Graduate,23,675146.0,Personal Loan,277833.0,24,8.26,12598.0,Average,1.0,0.44,42,69,4,2710915.0,2253315.0,0.83,2,0,0,0,0,154.0,2,316223.0,1,100,0,0,0,0,,2020-12-19,Active,366095.0,Irregular,150769.0,110363.0,21049.0,0.5966,1,22,6,0.8269,0.0,0,0,Current,Current,2,29,0,6,48,2686440.0,34
342,LOAN00342,36.0,1017674.0,15,Married,Postgraduate,12,760027.0,Home Loan,1696272.0,24,21.51,87589.0,Average,0.0,0.23,15,89,10,711137.0,145655.0,0.2,2,0,0,0,0,60.0,2,480706.0,0,91,0,0,0,0,,2020-06-19,Active,490666.0,Monthly,61168.0,50819.0,28489.0,0.5443,3,4,7,0.9107,0.0,0,0,Current,Current,0,51,9,4,43,390716.0,7
457,LOAN00457,25.0,775792.0,15,Married,Graduate,17,603076.0,Business Loan,1141085.0,60,10.37,24452.0,Good,1.0,0.21,99,71,4,855658.0,551381.0,0.64,3,1,0,0,0,54.0,3,375703.0,1,186,0,0,0,0,,2021-12-01,Active,402580.0,Monthly,86035.0,77580.0,92714.0,0.3177,3,78,6,0.8289,0.0,0,0,Current,Current,2,17,7,4,30,586199.0,52
211,LOAN00211,44.0,1625302.0,13,Single,Postgraduate,1,506652.0,Auto Loan,1089747.0,72,8.98,19632.0,Average,1.0,0.24,13,99,3,2652234.0,1352119.0,0.51,2,1,0,0,0,206.0,2,264544.0,0,111,0,0,0,0,,2022-05-12,Active,301589.0,Irregular,92128.0,66188.0,77049.0,0.1908,1,15,8,0.8366,1.0,0,0,Current,Current,2,27,4,4,36,2505950.0,25
67,LOAN00067,61.0,1796076.0,2,Single,Graduate,10,79988.0,Personal Loan,1523730.0,72,10.04,28259.0,Average,0.0,0.23,72,74,6,732104.0,470124.0,0.64,0,1,0,0,0,150.0,3,667615.0,0,167,0,0,0,0,,2020-05-20,Active,597971.0,Monthly,165597.0,141840.0,45725.0,0.534,1,0,2,0.8161,1.0,0,0,Current,Current,2,1,9,1,34,694809.0,48
485,LOAN00485,49.0,349982.0,2,Married,Graduate,11,100113.0,Auto Loan,721371.0,24,9.09,32985.0,Poor,5.0,0.6,89,14,0,2766779.0,2266447.3499999996,0.85,7,2,3,1,3,147.0,8,10155.26,6,95,120,5,1,1,2023-08-21,2021-01-11,Default,9845.77,Irregular,202122.0,151571.0,65316.0,0.6117,25,65,6,0.125189,7.0,120,120,90+ DPD,61-90 DPD,0,28,3,9,18,2259195.0,1
520,LOAN00520,49.0,1692794.0,27,Single,Graduate,23,98098.0,Personal Loan,1722394.0,24,12.95,81845.0,Average,1.0,0.28,40,84,10,2769132.0,2194212.0,0.79,3,0,0,0,0,97.0,0,660457.0,0,133,0,0,0,0,,2022-02-02,Active,724158.0,Monthly,179173.0,115965.0,81797.0,0.2517,2,4,7,0.9931,0.0,0,0,Current,Current,2,35,7,4,17,1617985.0,19
30,LOAN00030,23.0,1505130.0,20,Single,Graduate,5,363686.0,Home Loan,1236078.0,36,15.22,42982.0,Average,0.0,0.19,56,66,0,521523.0,208025.0,0.4,2,1,0,0,0,286.0,4,570677.0,1,72,0,0,0,0,,2022-02-06,Active,508724.0,Monthly,72596.0,67844.0,37695.0,0.1148,0,69,0,0.8755,1.0,0,0,Current,Current,3,15,1,6,25,548795.0,14
951,LOAN00951,52.0,2306851.0,9,Married,High School,7,126226.0,Business Loan,290866.0,24,15.26,14139.0,Average,1.0,0.35,96,94,12,2510675.0,1738939.0,0.69,2,0,0,0,0,68.0,2,598025.0,1,137,0,0,0,0,,2021-03-26,Active,614704.0,Monthly,197994.0,142794.0,57220.0,0.4032,4,7,1,0.9372,0.0,0,0,Current,Current,1,16,5,5,13,2110615.0,15
447,LOAN00447,38.0,1960054.0,26,Married,Graduate,20,780327.0,Personal Loan,982904.0,12,15.67,89026.0,Good,0.0,0.34,70,74,9,749570.0,110870.0,0.15,3,0,0,0,0,74.0,3,493736.0,0,76,0,0,0,0,,2021-09-09,Active,407519.0,Monthly,121216.0,68672.0,77858.0,0.2986,3,10,4,0.8872,1.0,0,0,Current,Current,3,30,1,7,27,719716.0,18
723,LOAN00723,57.0,203043.55,21,Married,High School,6,196951.0,Personal Loan,1519473.0,72,12.17,29840.0,Poor,3.0,0.96,94,10,11,287565.0,146567.0,0.51,2,3,3,2,3,129.0,11,95313.0,7,41,90,4,1,1,2022-11-25,2020-04-24,Default,113676.0,Monthly,179121.0,165668.0,61820.0,0.5972,6,50,3,0.1814,4.0,60,60,90+ DPD,90+ DPD,1,52,8,6,18,243248.0,42
635,LOAN00635,30.0,756406.0,12,Single,Postgraduate,10,9117.49,Auto Loan,1083453.0,24,11.67,50835.0,Poor,4.0,0.84,53,19,4,462028.0,198978.0,0.43,2,4,3,1,2,118.0,10,83750.0,9,100,90,4,1,1,2024-01-13,2020-09-09,Default,67605.0,Irregular,115431.0,87682.0,22389.0,0.468,26,59,8,0.135,5.0,90,90,90+ DPD,61-90 DPD,1,23,9,3,13,281015.0,42
436,LOAN00436,56.0,365584.0,2,Married,High School,22,782851.83,Home Loan,783355.0,36,9.71,25170.0,Good,1.0,0.46,54,65,9,266586.0,212325.0,0.8,0,0,0,0,0,82.0,0,80849.0,1,79,0,0,0,0,,2022-03-08,Active,75052.0,Monthly,154172.0,102627.0,96312.0,0.3811,4,58,1,0.9489,0.0,0,0,Current,Current,2,17,7,3,49,168366.0,51
500,LOAN00500,63.0,2402215.0,22,Divorced,High School,20,104263.0,Auto Loan,1908770.0,36,20.07,71004.0,Good,0.0,0.54,29,89,1,2851981.0,474312.0,0.17,1,1,0,0,0,173.0,2,483063.0,1,106,0,0,0,0,,2020-09-06,Active,569970.0,Monthly,105179.0,81962.0,15962.0,0.3423,4,48,3,0.9579,1.0,0,0,Current,Current,3,27,0,2,22,2057855.0,22
901,LOAN00901,50.0,1396920.0,2,Married,High School,6,24752.0,Education Loan,1509894.0,12,11.13,133538.0,Good,0.0,0.22,50,65,4,1871687.0,1425201.0,0.76,1,1,0,0,0,81.0,3,691467.96,0,163,0,0,0,0,,2021-06-20,Active,568980.0,Bi-Monthly,135815.0,100068.0,19730.0,0.6643,3,58,3,0.8248,0.0,0,0,Current,Current,2,28,5,3,39,1924310.0,36
680,LOAN00680,38.0,534634.0,21,Married,Graduate,7,476774.0,Auto Loan,936619.0,48,14.35,25759.0,Average,1.0,0.44,89,88,0,1350341.0,930015.0,0.69,1,0,0,0,0,164.0,2,70963.0,1,55,0,0,0,0,,2020-03-25,Active,83113.0,Monthly,69434.0,40683.0,96206.0,0.534,1,37,5,0.8988,1.0,0,0,Current,Current,2,36,5,2,29,906316.0,42
132,LOAN00132,48.0,461584.0,4,Single,High School,0,596911.0,Home Loan,1473608.0,60,11.48,32393.0,Good,1.0,0.44,33,78,4,2346410.0,1293798.0,0.55,1,0,0,0,0,144.0,0,310046.0,0,45,0,0,0,0,,2022-05-02,Active,268827.0,Monthly,151189.0,89699.0,84802.0,0.4239,3,38,7,0.8055,1.0,0,0,Current,Current,4,31,2,1,54,1637910.0,6
719,LOAN00719,59.0,1025527.0,27,Married,High School,5,706520.0,Business Loan,1975030.74,60,18.03,50208.0,Average,1.0,0.06,43,96,11,551777.0,399231.0,0.72,0,0,0,0,0,125.0,3,213925.0,0,105,0,0,0,0,,2020-09-24,Active,189500.0,Irregular,147227.0,94734.0,29936.0,0.1225,2,55,1,0.8283,1.0,0,0,Current,Current,2,29,1,2,44,633289.0,58
236,LOAN00236,45.0,2316859.0,18,Married,High School,7,449918.0,Personal Loan,1909777.0,60,19.39,49951.0,Good,1.0,0.26,61,89,14,2555394.0,2002047.0,0.78,3,0,0,0,0,62.0,4,418837.0,0,181,0,0,0,0,,2020-11-10,Active,406183.0,Irregular,180080.0,165370.0,9286.0,0.6915,1,69,0,0.882,0.0,0,0,Current,Current,4,58,9,3,49,2517328.0,46
362,LOAN00362,35.0,525604.0,26,Single,High School,24,136978.0,Personal Loan,1364138.0,84,15.87,26993.0,Good,0.0,0.25,34,72,6,194301.0,38816.0,0.2,2,1,0,0,0,250.0,2,34290.0,1,67,0,0,0,0,,2020-03-27,Active,31334.0,Monthly,188322.0,178541.0,77176.0,0.2171,4,30,4,0.8197,0.0,0,0,Current,Current,3,10,7,3,58,230208.0,47
610,LOAN00610,53.0,1989430.0,16,Single,High School,19,428223.0,Education Loan,726499.0,12,20.22,67375.0,Good,0.0,0.12,62,95,10,2237553.0,426290.0,0.19,3,1,0,0,0,164.0,4,214035.0,1,186,0,0,0,0,,2022-03-17,Active,207294.0,Bi-Monthly,169068.0,103471.0,77678.0,0.466,4,47,4,0.9895,0.0,0,0,Current,Current,4,31,9,3,50,1794501.0,37
578,LOAN00578,63.0,1522309.0,15,Married,Graduate,6,94470.0,Business Loan,761627.0,12,20.07,70578.0,Good,1.0,0.14,78,76,6,1038949.0,880610.0,0.85,1,0,0,0,0,228.0,2,586410.0,1,162,0,0,0,0,,2021-02-05,Active,678726.0,Bi-Monthly,202802.0,164773.0,2913.0,0.7937,3,1,8,0.9401,1.0,0,0,Current,Current,2,19,9,3,46,660263.0,38
398,LOAN00398,56.0,1025524.0,23,Married,Graduate,13,409393.0,Home Loan,1566565.0,72,8.15,27581.0,Good,0.0,0.29,35,63,7,981107.0,297441.0,0.3,0,0,0,0,0,120.0,2,47221.0,0,30,0,0,0,0,,2021-06-20,Active,49379.0,Monthly,165844.0,107545.0,10393.0,0.5029,2,75,7,0.8009,0.0,0,0,Current,Current,3,57,7,4,59,904026.0,27
293,LOAN00293,29.0,2094982.0,4,Single,Graduate,24,424935.0,Personal Loan,630935.0,84,19.82,13942.0,Good,0.0,0.22,78,94,13,2429480.0,1011097.0,0.42,2,0,0,0,0,275.0,2,453219.0,0,145,0,0,0,0,,2021-05-21,Active,370209.0,Monthly,214443.0,191911.0,52749.0,0.7943,1,9,9,0.8499,0.0,0,0,Current,Current,4,25,4,4,28,2571017.0,9
200,LOAN00200,30.0,379855.0,5,Married,Postgraduate,19,718848.0,Personal Loan,427954.0,36,21.28,16184.0,Average,0.0,0.5,60,87,13,149951.0,28054.0,0.19,0,1,0,0,0,203.0,4,92322.0,1,129,0,0,0,0,,2020-12-17,Active,109224.0,Monthly,198706.0,153496.0,55076.0,0.3027,3,53,8,0.8687,1.0,0,0,Current,Current,1,33,3,0,42,89131.0,17
212,LOAN00212,33.0,1442709.0,27,Married,Postgraduate,8,266924.0,Auto Loan,1844526.0,12,9.7,161905.0,Average,1.0,0.32,40,55,6,1816453.0,1004856.0,0.55,0,1,0,0,0,98.0,1,265765.0,0,45,0,0,0,0,,2020-10-16,Active,295150.0,Irregular,144036.0,127013.0,50020.0,0.4074,4,11,6,0.9221,1.0,0,0,Current,Current,3,28,7,3,35,2078818.0,5
944,LOAN00944,35.0,1176434.0,10,Single,Graduate,7,210087.0,Education Loan,1064582.0,48,21.837699999999998,33465.0,Good,1.0,0.26,93,69,8,745433.0,196443.0,0.26,0,0,0,0,0,45.0,1,602348.0,0,89,0,0,0,0,,2022-01-05,Active,652731.0,Monthly,79975.0,63006.0,18764.0,0.5963,0,70,5,0.9175,0.0,0,0,Current,Current,2,8,6,4,28,596248.0,48
613,LOAN00613,22.0,2050156.0,28,Divorced,Graduate,23,640971.0,Auto Loan,740161.0,36,8.1423,23241.0,Average,0.0,0.42,91,99,4,1512827.0,733339.0,0.48,2,0,0,0,0,152.0,2,630490.0,1,165,0,0,0,0,,2020-05-22,Active,661617.0,Monthly,80184.0,71996.0,53050.0,0.3373,1,48,4,0.9048,0.0,0,0,Current,Current,2,3,0,2,29,826479.0,21
278,LOAN00278,58.0,996374.0,5,Married,Graduate,11,407511.0,Education Loan,771916.0,36,19.94,28663.0,Good,0.0,0.1,88,75,7,2891873.0,290769.0,0.1,0,0,0,0,0,269.0,4,60943.0,1,145,0,0,0,0,,2020-06-20,Active,72720.0,Monthly,72985.0,57913.0,56386.0,0.518,2,42,5,0.9931,1.0,0,0,Current,Current,1,28,0,0,39,3303025.789999999,17
172,LOAN00172,35.0,2057466.0,5,Married,High School,24,71650.0,Personal Loan,957985.0,48,21.12,29726.0,Average,0.0,0.16,76,55,2,2058637.0,254046.0,0.12,2,1,0,0,0,281.0,5,364900.0,0,171,0,0,0,0,,2022-01-22,Active,429252.0,Monthly,191052.0,126372.0,38274.0,0.3583,3,35,9,0.962,0.0,0,0,Current,Current,4,46,6,6,14,1080530.0,55
34,LOAN00034,43.0,1906741.0,14,Married,Graduate,24,48481.0,Home Loan,1464040.0,84,20.27,32749.0,Average,1.0,0.38,56,71,11,2974206.08,843979.0,0.28,3,0,0,0,0,294.0,1,539558.0,0,154,0,0,0,0,,2021-01-11,Active,520585.0,Monthly,160774.0,131007.0,25812.0,0.5221,2,57,3,0.9875,1.0,0,0,Current,Current,1,30,2,6,51,1568349.0,28
419,LOAN00419,44.0,429181.0,20,Single,Postgraduate,10,612401.0,Business Loan,885954.0,60,10.99,19258.0,Good,0.0,0.45,73,70,3,816725.0,526728.0,0.64,0,1,0,0,0,176.0,2,473792.0,1,74,0,0,0,0,,2021-11-13,Active,540496.0,Irregular,106524.0,70867.0,42321.0,0.1385,3,70,7,0.8808,1.0,0,0,Current,Current,1,54,3,0,59,408526.0,16
772,LOAN00772,33.0,719087.0,23,Married,High School,6,527487.0,Education Loan,187339.0,36,20.08,6969.0,Good,0.0,0.35,66,97,11,925767.0,218987.0,0.24,1,1,0,0,0,249.0,3,508052.0,1,58,0,0,0,0,,2021-04-14,Active,588804.0,Bi-Monthly,206131.0,183747.0,54528.0,0.4577,1,72,8,0.87,1.0,0,0,Current,Current,1,25,9,2,32,834815.0,55
841,LOAN00841,28.0,481389.0,5,Single,High School,2,9117.49,Auto Loan,1177982.0,60,11.03,25629.0,Poor,7.0,0.92,65,14,0,543615.0,291289.0,0.54,2,1,2,2,2,60.0,9,55521.0,7,85,90,7,1,1,2023-02-22,2020-03-25,Default,44882.0,Monthly,117712.0,69742.0,44370.0,0.1699,14,64,1,0.2523,10.769999999999982,60,60,90+ DPD,90+ DPD,1,20,4,2,22,573689.0,6
47,LOAN00047,40.0,914872.0,22,Single,Graduate,11,197128.0,Home Loan,1325853.0,36,19.84,49165.0,Good,0.0,0.15,34,55,8,1277408.0,606553.0,0.47,1,0,0,0,0,99.0,0,617911.0,1,188,0,0,0,0,,2021-09-04,Active,581785.0,Monthly,159214.0,135402.0,79009.0,0.2501,4,44,5,0.943,1.0,0,0,Current,Current,3,45,3,5,13,1240179.0,28
356,LOAN00356,57.0,1647333.0,9,Married,Graduate,1,142168.0,Business Loan,575775.0,24,8.23,26101.0,Good,1.0,0.37,56,55,3,2974206.08,2266447.3499999996,0.78,3,0,0,0,0,96.0,0,61900.0,1,104,0,0,0,0,,2021-11-02,Active,67242.0,Bi-Monthly,114400.0,89219.0,98371.76999999999,0.4407,0,30,9,0.8184,1.0,0,0,Current,Current,4,45,8,4,59,3016210.0,37
126,LOAN00126,38.0,2020232.0,15,Single,Graduate,18,727730.0,Education Loan,906284.0,60,15.51,21803.0,Good,1.0,0.09,23,83,5,1561141.0,444621.0,0.28,0,1,0,0,0,17.0,2,197196.0,0,38,0,0,0,0,,2020-02-25,Active,195437.0,Monthly,99317.0,64599.0,91003.0,0.3476,4,50,7,0.9748,0.0,0,0,Current,Current,4,22,4,1,47,1112175.0,7
542,LOAN00542,31.0,618939.0,22,Single,Graduate,12,141639.0,Personal Loan,798706.0,24,17.63,39732.0,Average,1.0,0.63,22,51,9,354196.0,318552.0,0.9,8,0,0,0,2,196.0,7,51817.0,3,179,90,1,1,0,,2020-01-08,NPA,55849.0,Irregular,198430.0,100431.0,50111.0,0.2019,2,69,0,0.6811,3.0,30,90,31-60 DPD,1-30 DPD,4,40,0,12,9,327902.0,30
636,LOAN00636,40.0,2120433.0,19,Single,Graduate,9,259280.0,Personal Loan,1424110.0,72,12.6,28287.0,Good,1.0,0.28,56,55,0,1939476.0,298045.0,0.15,2,1,0,0,0,257.0,1,685008.0,1,120,0,0,0,0,,2020-09-06,Active,730609.0599999999,Monthly,199135.0,165897.0,31544.0,0.1539,4,40,8,0.8946,1.0,0,0,Current,Current,4,45,3,2,19,2133454.0,24
913,LOAN00913,43.0,417315.0,23,Married,Graduate,9,237905.0,Business Loan,963477.0,72,8.55,17152.0,Average,0.0,0.44,96,84,11,2322931.0,2042675.0,0.88,0,1,0,0,0,259.0,0,51934.0,0,66,0,0,0,0,,2020-07-03,Active,50121.0,Irregular,53577.0,29218.0,12168.0,0.2561,3,41,0,0.8389,0.0,0,0,Current,Current,1,39,6,0,55,1365370.0,34
865,LOAN00865,23.0,816648.0,8,Single,Graduate,0,155915.0,Auto Loan,1934600.0,84,18.58,41321.0,Average,1.0,0.17,28,58,8,1758285.0,485224.0,0.28,2,1,0,0,0,145.0,2,204481.0,1,107,0,0,0,0,,2022-01-18,Active,197844.0,Monthly,247622.85,167313.0,66909.0,0.3528,2,3,9,0.8334,1.0,0,0,Current,Current,0,3,3,5,37,2036782.0,46
720,LOAN00720,26.0,1475203.0,11,Married,Graduate,12,553506.0,Business Loan,1356182.0,48,16.57,38831.0,Average,1.0,0.1,49,96,8,514699.0,56224.0,0.11,3,1,0,0,0,213.0,0,285640.0,1,27,0,0,0,0,,2022-03-18,Active,241320.0,Bi-Monthly,58528.0,55437.0,67007.0,0.6148,3,35,2,0.9424,1.0,0,0,Current,Current,1,1,2,7,24,285747.0,20
979,LOAN00979,56.0,327273.0,5,Married,Graduate,9,107506.0,Education Loan,1785342.0,12,19.95,165341.0,Good,1.0,0.3,56,79,13,1789756.0,1171226.0,0.65,0,0,0,0,0,269.0,3,262730.0,0,22,0,0,0,0,,2021-11-11,Active,307022.0,Monthly,158005.0,90314.0,76951.0,0.5363,1,77,0,0.8839,0.0,0,0,Current,Current,2,1,6,0,40,923763.0,22
998,LOAN00998,28.0,498509.0,20,Single,Postgraduate,19,59368.0,Auto Loan,891546.0,24,16.98,44071.0,Poor,5.0,0.72,22,35,3,709640.0,152477.0,0.21,6,2,1,1,2,60.0,5,73456.0,6,146,120,5,1,1,2023-08-26,2021-04-10,Default,76841.0,Bi-Monthly,166362.0,116957.0,21009.0,0.4649,10,26,1,0.352,7.0,120,120,90+ DPD,90+ DPD,2,23,6,6,23,456830.0,53
352,LOAN00352,57.0,2189726.0,7,Married,Graduate,19,342079.0,Auto Loan,155124.0,60,18.26,3961.0,Good,1.0,0.25,34,90,8,958952.0,809275.0,0.84,3,1,0,0,0,296.77,3,216052.0,1,47,0,0,0,0,,2020-08-19,Active,228047.0,Monthly,74838.0,61710.0,79384.0,0.6328,1,5,7,0.8785,1.0,0,0,Current,Current,0,56,1,5,44,811008.0,12
504,LOAN00504,55.0,988876.0,0,Married,Graduate,1,135175.0,Education Loan,704277.0,72,18.76,16367.0,Good,1.0,0.33,68,92,8,1646605.0,387620.0,0.24,2,1,0,0,0,239.0,5,285957.0,0,171,0,0,0,0,,2021-11-01,Active,240349.0,Monthly,75880.0,58317.0,93594.0,0.7734,3,31,0,0.8545,1.0,0,0,Current,Current,4,19,6,3,34,1766516.0,9
525,LOAN00525,61.0,473235.0,26,Single,Postgraduate,6,266605.0,Business Loan,643005.0,24,14.86,31134.0,Average,0.0,0.34,66,63,13,2283088.0,1812377.0,0.79,3,1,0,0,0,83.0,5,318953.0,0,101,0,0,0,0,,2022-01-13,Active,319784.0,Monthly,142944.0,84693.0,41324.0,0.354,0,15,9,0.9695,1.0,0,0,Current,Current,2,14,3,7,16,2598946.0,43
907,LOAN00907,37.0,2391091.0,7,Divorced,Postgraduate,2,146310.0,Home Loan,1237460.0,24,20.29,63156.0,Average,0.0,0.44,30,59,14,2830946.0,445217.0,0.16,3,0,0,0,0,206.0,3,492759.0,1,128,0,0,0,0,,2020-11-17,Active,469514.0,Monthly,65070.0,47367.0,89595.0,0.694,2,43,2,0.8776,1.0,0,0,Current,Current,3,17,7,6,32,2192028.0,44
471,LOAN00471,61.0,749590.0,6,Married,High School,4,102451.0,Auto Loan,1345174.0,84,17.15,27606.0,Average,1.0,0.48,54,95,7,924118.0,236695.0,0.26,2,0,0,0,0,84.0,5,402947.0,1,97,0,0,0,0,,2022-05-07,Active,366341.0,Monthly,136679.0,88266.0,84079.0,0.376,0,73,6,0.9833,1.0,0,0,Current,Current,2,43,7,5,16,729713.0,18
118,LOAN00118,40.0,1375015.0,23,Single,Graduate,14,170410.0,Auto Loan,1136157.0,24,18.02,56732.0,Average,0.0,0.46,94,93,1,371973.0,180478.0,0.49,3,1,0,0,0,293.0,0,312430.0,1,114,0,0,0,0,,2020-07-31,Active,317712.0,Monthly,150380.0,116539.0,29257.0,0.6751,0,78,6,0.867,1.0,0,0,Current,Current,0,54,6,3,31,386743.0,36
289,LOAN00289,63.0,429466.0,29,Single,Graduate,16,741182.0,Personal Loan,1654484.0,48,20.13,50461.0,Good,0.0,0.31,80,68,8,1441220.0,1133014.0,0.79,3,0,0,0,0,296.77,2,387437.0,0,169,0,0,0,0,,2020-06-11,Active,374929.0,Monthly,91552.0,84668.0,95153.0,0.4928,3,0,5,0.9464,1.0,0,0,Current,Current,0,36,3,5,20,1078184.0,19
