Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
243,LOAN00243,38,1219035,18,Married,High School,17,772448,Home Loan,798265,48,14.88,22167,Average,1,0.49,83,86,8,2835854,1629789,0.57,2,0,0,0,0,120,5,475454,1,93,0,0,1166578.557463922,0.68,0,0,,2021-12-21,Active,465646,Bi-Monthly,101061,72874,63650,0.5037,1,61,5,0.9569,1,0,0,Current,Current,4,36,Property,Commercial,,Tier-3,Yes,7,4,29,2510165,23
244,LOAN00244,45,1328998,17,Married,Graduate,20,568048,Business Loan,565845,24,17.77,28186,Good,1,0.47,83,77,6,638877,87311,0.14,0,1,0,0,0,108,2,249603,1,177,0,0,686681.6663995242,0.82,0,0,,2022-01-21,Active,229872,Monthly,76346,47126,83246,0.5541,2,68,0,0.8187,0,0,0,Current,Current,3,42,Property,Commercial,,Tier-2,Yes,3,0,49,489157,17
245,LOAN00245,53,866219,13,Married,Postgraduate,15,558206,Home Loan,709292,48,14.7,19632,Good,1,0.26,15,87,7,2011547,456359,0.23,0,0,0,0,0,258,2,251537,1,145,0,0,1004389.58766268,0.71,0,0,,2020-11-26,Active,270620,Irregular,130826,102169,75308,0.6746,0,44,3,0.9378,0,0,0,Current,Current,1,41,Property,Residential,,Tier-1,Yes,7,4,43,1378158,22
246,LOAN00246,46,1123833,8,Divorced,Graduate,17,202283,Personal Loan,1313711,24,21.64,67919,Good,0,0.37,87,77,6,244734,79208,0.32,2,1,0,0,0,218,3,148527,1,39,0,0,,,0,0,,2021-09-07,Active,159652,Monthly,130388,75801,46529,0.6244,4,49,3,0.8342,1,0,0,Current,Current,0,3,,,,,,6,6,47,286390,53
247,LOAN00247,32,1405894,11,Married,Graduate,20,481977,Home Loan,1069030,72,17.92,24333,Average,0,0.29,66,70,5,875479,271798,0.31,3,0,0,0,0,149,2,96415,0,161,0,0,1422358.672317803,0.75,0,0,,2020-07-04,Active,77785,Monthly,234389,196648,27386,0.5143,2,63,6,0.8066,0,0,0,Current,Current,4,19,Property,Residential,,Tier-1,Yes,9,3,57,559255,42
248,LOAN00248,35,409344,14,Married,Graduate,23,163769,Personal Loan,1013705,24,14.2,48766,Good,0,0.11,35,65,14,2513972,1354308,0.54,3,0,0,0,0,11,4,620683,1,32,0,0,,,0,0,,2021-01-19,Active,554673,Irregular,61113,55494,88060,0.5187,4,19,2,0.9191,0,0,0,Current,Current,4,32,,,,,,7,6,25,1331629,51
249,LOAN00249,54,633963,14,Married,Graduate,1,440923,Home Loan,926663,60,13.66,21398,Good,1,0.46,58,66,3,1943171,815266,0.42,0,1,0,0,0,214,2,376898,1,71,0,0,1244240.660483308,0.74,0,0,,2021-06-13,Active,398956,Monthly,209053,120201,88199,0.7162,2,9,7,0.9188,0,0,0,Current,Current,2,2,Property,Residential,,Tier-1,Yes,9,4,48,1142809,24
250,LOAN00250,29,1986922,9,Single,Graduate,18,171125,Education Loan,1319068,72,16.17,28736,Average,0,0.35,31,91,12,1206577,972227,0.81,2,1,0,0,0,223,4,485054,0,185,0,0,,,0,0,,2021-10-27,Active,431532,Monthly,69645,60530,12975,0.1069,4,59,2,0.8567,0,0,0,Current,Current,4,53,,,,,,1,4,13,1445785,24
251,LOAN00251,43,1074245,17,Divorced,Graduate,4,78898,Home Loan,1397799,36,14.04,47800,Good,1,0.08,25,71,10,2886789,1950108,0.68,2,0,0,0,0,54,2,133501,0,33,0,0,1983215.894793196,0.7,0,0,,2020-12-22,Active,158206,Monthly,204371,120438,45327,0.6026,1,10,6,0.8644,0,0,0,Current,Current,3,10,Property,Commercial,,Tier-2,Yes,3,2,46,3274438,1
252,LOAN00252,44,1638446,6,Single,Graduate,22,774487,Personal Loan,182598,12,11.11,16147,Good,1,0.39,21,87,7,2287709,1895563,0.83,1,1,0,0,0,228,1,601332,0,53,0,0,,,0,0,,2021-12-12,Active,520222,Irregular,143803,104284,75197,0.496,0,12,3,0.8708,1,0,0,Current,Current,3,26,,,,,,4,4,19,1656714,41
253,LOAN00253,54,1544738,15,Single,Postgraduate,1,716831,Personal Loan,360675,12,15.29,32603,Good,0,0.19,24,71,4,119496,94432,0.79,2,0,0,0,0,123,5,235167,1,176,0,0,,,0,0,,2021-10-05,Active,258515,Irregular,144102,132308,66112,0.6868,2,31,2,0.9858,0,0,0,Current,Current,2,9,,,,,,0,6,22,60069,2
254,LOAN00254,52,1512680,3,Divorced,Graduate,6,554551,Business Loan,748220,36,17.42,26832,Good,0,0.08,62,78,7,285784,239228,0.84,1,1,0,0,0,221,3,338426,0,140,0,0,986769.0153743346,0.76,0,0,,2022-05-13,Active,405884,Monthly,182132,97844,87490,0.2438,0,62,7,0.9733,1,0,0,Current,Current,0,4,Property,Commercial,,Tier-1,Yes,0,2,21,296370,58
255,LOAN00255,41,1209498,14,Married,High School,4,507894,Personal Loan,927810,12,13.02,82878,Average,0,0.35,82,82,12,1898443,1678241,0.88,3,0,0,0,0,252,4,366281,0,61,0,0,,,0,0,,2020-02-08,Active,343802,Bi-Monthly,41358,22349,21820,0.4677,4,31,9,0.9055,1,0,0,Current,Current,1,27,,,,,,0,3,51,1348607,41
256,LOAN00256,34,1363293,23,Single,High School,15,207198,Education Loan,1992812,84,11.97,35146,Good,0,0.42,53,76,2,2636380,921038,0.35,3,1,0,0,0,211,3,528332,1,81,0,0,,,0,0,,2021-05-28,Active,550126,Bi-Monthly,203349,189404,94133,0.1894,4,9,7,0.9927,1,0,0,Current,Current,1,46,,,,,,7,4,29,1359065,28
257,LOAN00257,37,2112607,24,Single,Graduate,0,465900,Personal Loan,1794233,84,11.04,30759,Good,1,0.31,11,88,8,512663,137262,0.27,2,0,0,0,0,282,2,107907,1,187,0,0,,,0,0,,2021-12-13,Active,90888,Monthly,191535,109458,23337,0.5616,1,10,5,0.9163,1,0,0,Current,Current,0,18,,,,,,4,6,30,420190,39
258,LOAN00258,39,2423109,20,Single,Graduate,0,603507,Business Loan,1332665,84,13.08,24301,Good,1,0.05,48,96,11,1637961,380206,0.23,1,0,0,0,0,28,5,637760,0,128,0,0,1489153.204086745,0.89,0,0,,2021-02-26,Active,668837,Monthly,65647,42927,9585,0.6346,0,20,9,0.8203,0,0,0,Current,Current,3,28,Property,Commercial,,Tier-2,No,7,3,29,1305306,59
259,LOAN00259,30,719840,22,Married,Postgraduate,12,182297,Personal Loan,168519,84,11.42,2922,Poor,8,0.98,77,14,9,2458555,1481207,0.6,4,1,3,2,2,101,9,23625,8,76,120,4,,,1,1,2022-08-06,2020-10-26,Default,28232,Irregular,39906,28195,73498,0.5365,15,6,8,0.1927,5,120,120,90+ DPD,90+ DPD,0,56,,,,,,8,4,14,1851859,10
260,LOAN00260,48,1772843,1,Single,Graduate,24,239912,Personal Loan,291310,60,18.68,7505,Good,1,0.05,85,96,2,2593907,1672482,0.64,3,1,0,0,0,23,5,457005,0,45,0,0,,,0,0,,2021-08-04,Active,543444,Monthly,186364,93743,92799,0.4883,3,26,9,0.9789,1,0,0,Current,Current,1,23,,,,,,0,5,55,2483295,45
261,LOAN00261,30,2433497,10,Divorced,Graduate,13,325693,Personal Loan,968942,36,16.94,34516,Good,0,0.51,75,56,7,1940019,330327,0.17,1,1,0,0,0,56,2,170759,1,94,0,0,,,0,0,,2021-04-07,Active,164733,Monthly,41032,23988,35040,0.3404,3,6,0,0.9325,1,0,0,Current,Current,3,50,,,,,,8,5,44,1955946,52
262,LOAN00262,49,316685,19,Divorced,Postgraduate,11,675955,Personal Loan,1215393,48,12.02,32017,Good,0,0.18,43,89,2,2999734,2270370,0.76,3,1,0,0,0,115,0,648657,0,77,0,0,,,0,0,,2021-03-05,Active,731846,Monthly,153378,133865,15981,0.5478,2,67,8,0.9905,0,0,0,Current,Current,2,59,,,,,,2,3,16,2674048,35
263,LOAN00263,54,2026388,24,Married,High School,16,218638,Personal Loan,1355010,24,21.89,70221,Good,0,0.49,68,87,13,2814119,2044325,0.73,2,1,0,0,0,12,0,426509,0,97,0,0,,,0,0,,2022-09-05,Active,482228,Monthly,78669,57702,87595,0.7297,2,4,5,0.9062,1,0,0,Current,Current,2,32,,,,,,4,4,36,1434611,40
264,LOAN00264,63,1393006,17,Married,Postgraduate,13,769893,Personal Loan,369679,72,17.04,8232,Average,0,0.06,16,73,5,2510475,1513261,0.6,0,1,0,0,0,122,5,663252,0,28,0,0,,,0,0,,2021-02-26,Active,617425,Monthly,185176,125411,9515,0.605,1,15,6,0.9824,0,0,0,Current,Current,4,37,,,,,,9,1,17,1294629,30
265,LOAN00265,26,2428704,25,Single,High School,9,609151,Auto Loan,1786651,48,9.99,45305,Average,1,0.1,46,69,6,2025254,908306,0.45,2,0,0,0,0,43,3,655242,1,104,0,0,2611327.141173339,0.68,0,0,,2020-08-03,Active,739833,Monthly,232189,187350,66474,0.1161,1,2,9,0.9533,0,0,0,Current,Current,2,51,Vehicle,,4.0,Tier-1,Yes,3,2,19,2262655,10
266,LOAN00266,54,1572188,8,Single,Graduate,14,714385,Auto Loan,1037126,36,19.61,38337,Average,1,0.28,58,57,12,2956936,659177,0.22,0,1,0,0,0,39,2,209376,1,64,0,0,1290655.973348521,0.8,0,0,,2020-01-17,Active,181102,Monthly,213570,137997,12668,0.4561,3,23,5,0.9645,1,0,0,Current,Current,3,41,Vehicle,,8.0,Tier-2,Yes,9,2,21,1864377,58
267,LOAN00267,24,2143900,4,Married,Postgraduate,0,417462,Personal Loan,1228193,60,18.55,31556,Good,1,0.43,12,92,6,100795,50848,0.5,2,0,0,0,0,251,4,190154,1,193,0,0,,,0,0,,2020-04-27,Active,226578,Irregular,192481,134225,66542,0.6155,4,64,6,0.9983,0,0,0,Current,Current,3,35,,,,,,5,5,45,78483,17
268,LOAN00268,35,665232,2,Single,Postgraduate,6,194515,Auto Loan,174688,36,15.0,6055,Good,0,0.52,11,92,2,313896,71359,0.23,3,1,0,0,0,224,3,105388,0,69,0,0,238879.7956773893,0.73,0,0,,2021-06-20,Active,120739,Monthly,167804,158940,11391,0.4529,1,46,9,0.8604,1,0,0,Current,Current,0,53,Vehicle,,7.0,Tier-1,Yes,0,6,54,179695,23
269,LOAN00269,28,612628,17,Single,Postgraduate,16,46472,Business Loan,1666520,36,11.27,54773,Average,1,0.31,82,58,13,1555543,908410,0.58,3,0,0,0,0,139,3,512281,0,64,0,0,2263837.787671203,0.74,0,0,,2020-07-28,Active,514451,Monthly,37630,31926,38026,0.5139,1,74,1,0.9256,0,0,0,Current,Current,2,55,Property,Residential,,Tier-2,Yes,8,3,23,1027452,58
270,LOAN00270,28,425346,19,Single,Graduate,8,158469,Education Loan,1131797,24,19.35,57244,Poor,6,0.81,29,38,9,2029552,706226,0.35,4,3,3,1,2,172,10,93610,6,74,90,3,,,1,1,2024-02-17,2020-04-19,Default,89315,Monthly,238499,178704,46488,0.7381,14,49,7,0.3722,7,90,90,90+ DPD,90+ DPD,2,18,,,,,,0,4,8,1704311,4
271,LOAN00271,28,226598,8,Single,Postgraduate,1,4760,Home Loan,523112,12,9.74,45926,Poor,3,0.68,21,5,9,2715820,808893,0.3,2,1,3,1,2,91,6,51806,4,129,90,2,629329.7187346284,0.83,1,1,2022-06-07,2020-12-17,Default,61047,Monthly,231349,170512,90267,0.7118,29,34,7,0.1505,11,60,60,90+ DPD,61-90 DPD,0,44,Property,Residential,,Tier-2,Yes,6,4,5,1805701,25
272,LOAN00272,22,1528353,23,Married,Graduate,3,108671,Home Loan,705823,12,13.85,63324,Good,1,0.34,63,62,1,2051310,928917,0.45,3,1,0,0,0,148,0,639000,1,151,0,0,757009.6891870861,0.93,0,0,,2020-08-28,Active,529379,Bi-Monthly,34346,30221,71104,0.1569,3,76,1,0.9172,1,0,0,Current,Current,0,16,Property,Commercial,,Tier-1,No,4,4,26,1972042,33
273,LOAN00273,57,304920,22,Married,Graduate,21,166880,Education Loan,770337,36,19.44,28409,Poor,5,0.63,35,9,6,735293,415124,0.56,8,4,1,1,3,234,2,90568,5,72,90,2,,,1,1,2022-12-28,2021-06-20,Default,90509,Monthly,200176,154213,94463,0.4574,18,14,0,0.3706,5,90,90,90+ DPD,90+ DPD,1,44,,,,,,1,9,9,556702,14
274,LOAN00274,23,798806,10,Married,High School,8,776807,Education Loan,151408,84,19.22,3291,Good,0,0.5,98,91,6,2730380,1075691,0.39,0,0,0,0,0,159,0,331995,1,144,0,0,,,0,0,,2020-02-26,Active,330261,Bi-Monthly,44603,29111,53997,0.5356,3,9,6,0.8842,1,0,0,Current,Current,2,6,,,,,,5,2,14,2872159,40
275,LOAN00275,38,476868,7,Married,High School,0,99457,Education Loan,1890051,24,16.82,93285,Average,1,0.44,95,63,3,294544,256513,0.87,2,0,1,0,1,239,2,58654,1,43,90,2,,,1,0,,2022-09-07,NPA,55869,Monthly,158837,109280,25793,0.6964,24,26,3,0.6633,3,0,90,61-90 DPD,Current,2,17,,,,,,3,5,22,271382,31
276,LOAN00276,51,967324,22,Married,Graduate,18,541077,Auto Loan,1625679,60,8.11,33048,Good,0,0.43,84,87,8,330060,34563,0.1,0,1,0,0,0,148,0,596209,0,54,0,0,2049468.320053045,0.79,0,0,,2022-06-30,Active,503827,Irregular,77430,45104,42460,0.2859,4,74,3,0.8916,1,0,0,Current,Current,1,47,Vehicle,,4.0,Tier-2,Yes,0,2,31,223706,16
277,LOAN00277,64,1585156,20,Married,High School,13,342321,Auto Loan,1783352,36,12.66,59796,Good,0,0.47,37,98,3,2173669,1804773,0.83,1,1,0,0,0,112,1,596405,0,71,0,0,1935325.3028242,0.92,0,0,,2022-05-19,Active,537094,Irregular,49201,45844,51456,0.1979,0,65,2,0.8155,0,0,0,Current,Current,1,47,Vehicle,,9.0,Tier-2,Yes,5,5,17,2316844,13
278,LOAN00278,58,996374,5,Married,Graduate,11,407511,Education Loan,771916,36,19.94,28663,Good,0,0.1,88,75,7,2891873,290769,0.1,0,0,0,0,0,269,4,60943,1,145,0,0,,,0,0,,2020-06-20,Active,72720,Monthly,72985,57913,56386,0.518,2,42,5,0.9931,1,0,0,Current,Current,1,28,,,,,,0,0,39,3332770,17
279,LOAN00279,27,879588,7,Married,Postgraduate,22,506689,Home Loan,1160110,24,18.1,57973,Good,0,0.27,32,59,12,1532400,418911,0.27,2,0,0,0,0,271,3,527481,0,119,0,0,1362207.480200081,0.85,0,0,,2021-12-15,Active,592456,Bi-Monthly,93628,63606,90693,0.4273,2,74,2,0.9193,0,0,0,Current,Current,4,46,Property,Residential,,Tier-3,Yes,5,4,28,894969,47
280,LOAN00280,64,665245,14,Single,Postgraduate,7,344816,Personal Loan,970695,48,19.35,29203,Average,0,0.5,31,68,11,447704,401626,0.9,3,0,0,0,0,73,4,250471,0,103,0,0,,,0,0,,2020-01-14,Active,284363,Bi-Monthly,100325,66410,89701,0.2804,2,51,0,0.9981,0,0,0,Current,Current,3,29,,,,,,2,5,30,433719,31
281,LOAN00281,49,406816,15,Divorced,High School,14,73724,Education Loan,1003427,60,8.88,20771,Poor,5,0.75,97,11,4,190406,129947,0.68,5,2,3,1,3,142,10,29837,9,129,90,6,,,1,1,2023-05-10,2021-12-21,Default,29950,Irregular,89156,80966,10128,0.76,23,19,0,0.2097,5,60,60,90+ DPD,90+ DPD,4,5,,,,,,8,8,23,179278,47
282,LOAN00282,28,2368137,4,Single,Postgraduate,18,167689,Business Loan,1218965,36,21.17,46031,Average,0,0.33,70,70,3,2939716,1809685,0.62,3,0,0,0,0,233,0,227533,0,55,0,0,1823773.257512581,0.67,0,0,,2022-03-08,Active,242261,Irregular,126472,83742,79406,0.3223,4,0,2,0.8769,1,0,0,Current,Current,3,48,Property,Residential,,Tier-2,Yes,9,5,31,2847993,43
283,LOAN00283,40,553409,28,Single,High School,15,541399,Personal Loan,957028,48,11.21,24832,Good,1,0.49,17,83,0,875749,596274,0.68,3,1,0,0,0,82,5,39823,1,67,0,0,,,0,0,,2020-10-10,Active,39902,Bi-Monthly,167210,140517,29757,0.1387,2,2,6,0.9862,1,0,0,Current,Current,2,4,,,,,,9,7,33,456992,48
284,LOAN00284,61,1077151,11,Single,Graduate,5,786840,Personal Loan,1569159,48,12.65,41824,Good,0,0.17,89,64,5,1935999,825968,0.43,3,1,0,0,0,226,1,535160,1,147,0,0,,,0,0,,2021-04-08,Active,573126,Monthly,126724,111002,58761,0.1412,2,67,5,0.9384,1,0,0,Current,Current,2,48,,,,,,9,7,44,1006115,51
285,LOAN00285,38,1540497,11,Single,Postgraduate,17,683042,Business Loan,211700,24,19.77,10750,Good,0,0.5,24,78,0,1013908,737484,0.73,0,1,0,0,0,270,0,590394,1,197,0,0,231110.672255513,0.92,0,0,,2022-07-16,Active,676229,Monthly,155210,141149,95442,0.2408,3,24,7,0.814,1,0,0,Current,Current,1,52,Property,Commercial,,Tier-1,Yes,1,3,54,716192,37
286,LOAN00286,29,668817,1,Single,High School,18,102083,Personal Loan,466029,60,13.69,10768,Poor,1,0.72,71,56,1,682908,152899,0.22,7,0,1,0,1,75,4,72933,4,20,60,1,,,1,0,,2020-07-17,NPA,65423,Irregular,108537,72488,88238,0.1817,6,33,5,0.4933,4,0,60,31-60 DPD,1-30 DPD,0,1,,,,,,5,8,10,379808,22
287,LOAN00287,59,310371,26,Married,High School,3,81670,Auto Loan,1795516,48,17.0,51809,Poor,6,0.97,49,39,14,2020191,1485070,0.74,7,4,1,1,2,50,7,81663,3,85,120,6,2345950.261996059,0.77,1,1,2023-12-18,2021-06-23,Default,96391,Irregular,83765,70730,48497,0.3763,4,30,2,0.3954,7,120,120,90+ DPD,61-90 DPD,3,58,Vehicle,,0.0,Tier-3,Yes,2,8,9,1527778,41
288,LOAN00288,62,872506,7,Divorced,High School,4,510412,Personal Loan,1776452,12,15.73,160952,Average,1,0.21,11,94,12,2230411,1899465,0.85,2,0,0,0,0,283,3,331582,0,179,0,0,,,0,0,,2020-10-30,Active,386440,Monthly,54053,34977,4581,0.1563,4,7,9,0.8524,0,0,0,Current,Current,1,37,,,,,,0,4,26,2477305,56
289,LOAN00289,63,429466,29,Single,Graduate,16,741182,Personal Loan,1654484,48,20.13,50461,Good,0,0.31,80,68,8,1441220,1133014,0.79,3,0,0,0,0,298,2,387437,0,169,0,0,,,0,0,,2020-06-11,Active,374929,Monthly,91552,84668,95153,0.4928,3,0,5,0.9464,1,0,0,Current,Current,0,36,,,,,,3,5,20,1078184,19
290,LOAN00290,63,1041256,14,Married,Postgraduate,2,678339,Auto Loan,800629,36,10.19,25905,Average,0,0.07,71,82,11,1546893,1070030,0.69,1,0,0,0,0,258,4,561652,1,67,0,0,1132289.933304463,0.71,0,0,,2021-11-12,Active,668773,Monthly,64206,32425,90744,0.3859,2,58,6,0.9421,1,0,0,Current,Current,2,20,Vehicle,,4.0,Tier-1,Yes,4,1,17,1198830,29
291,LOAN00291,59,1615283,26,Single,High School,22,725059,Education Loan,966877,72,9.37,17606,Average,0,0.08,89,62,7,1487211,923709,0.62,2,1,0,0,0,186,0,550363,0,26,0,0,,,0,0,,2022-08-08,Active,634573,Monthly,139241,105347,38016,0.5185,0,54,4,0.9321,0,0,0,Current,Current,2,11,,,,,,2,3,48,1022108,52
292,LOAN00292,40,314430,5,Married,High School,2,59949,Home Loan,148014,36,16.85,5266,Poor,3,0.76,65,30,9,1794389,927472,0.52,3,2,2,2,3,31,2,13595,4,122,90,5,181336.904112182,0.82,1,1,2022-02-15,2021-07-19,Default,11093,Monthly,170552,124413,13734,0.7925,2,18,4,0.1619,5,60,60,90+ DPD,90+ DPD,3,2,Property,Residential,,Tier-1,No,1,7,6,1426758,36
293,LOAN00293,29,2094982,4,Single,Graduate,24,424935,Personal Loan,630935,84,19.82,13942,Good,0,0.22,78,94,13,2429480,1011097,0.42,2,0,0,0,0,275,2,453219,0,145,0,0,,,0,0,,2021-05-21,Active,370209,Monthly,214443,191911,52749,0.7943,1,9,9,0.8499,0,0,0,Current,Current,4,25,,,,,,4,4,28,2571017,9
294,LOAN00294,48,667887,24,Single,High School,16,61981,Personal Loan,1480229,60,20.92,39978,Poor,3,0.69,91,16,1,2147434,1701890,0.79,6,1,3,1,3,64,3,82985,5,65,90,4,,,1,1,2022-05-16,2021-06-17,Default,89865,Bi-Monthly,87804,52448,80167,0.3919,15,41,3,0.1417,6,90,90,90+ DPD,90+ DPD,4,47,,,,,,1,10,11,2322716,21
295,LOAN00295,30,272544,24,Married,Graduate,11,63554,Personal Loan,751549,12,13.6,67338,Poor,3,0.7,97,36,5,871330,538453,0.62,5,1,1,0,1,58,3,61672,2,74,30,0,,,1,0,,2020-06-04,NPA,68669,Monthly,49031,26441,45412,0.3569,16,6,8,0.733,2,0,30,31-60 DPD,1-30 DPD,4,2,,,,,,0,6,23,692481,16
296,LOAN00296,41,1419439,16,Married,Postgraduate,6,626080,Education Loan,1012494,36,18.29,36751,Average,1,0.13,60,77,1,778684,348788,0.45,0,1,0,0,0,216,3,164094,1,141,0,0,,,0,0,,2020-07-20,Active,147598,Bi-Monthly,207536,182818,2103,0.5771,1,23,0,0.8148,0,0,0,Current,Current,4,14,,,,,,4,4,41,605662,29
297,LOAN00297,49,1426934,0,Married,Postgraduate,8,185994,Home Loan,334005,84,13.47,6161,Good,0,0.15,11,66,11,2034089,1480477,0.73,1,0,0,0,0,120,0,504930,1,116,0,0,349202.1873308673,0.96,0,0,,2022-01-05,Active,504674,Monthly,186919,122907,45721,0.3574,2,57,9,0.9351,1,0,0,Current,Current,4,49,Property,Residential,,Tier-2,Yes,0,5,24,1294790,59
298,LOAN00298,62,948745,28,Married,Postgraduate,18,376502,Education Loan,1043120,24,12.46,49327,Good,1,0.27,41,96,12,1953566,279912,0.14,3,0,0,0,0,261,5,87069,0,70,0,0,,,0,0,,2021-08-08,Active,88435,Bi-Monthly,92818,59980,51483,0.6448,3,13,7,0.9782,0,0,0,Current,Current,3,26,,,,,,9,4,36,2310914,50
299,LOAN00299,33,868825,11,Married,Graduate,18,369399,Business Loan,1471400,60,8.34,30074,Good,1,0.17,65,72,10,1134294,851282,0.75,3,0,0,0,0,262,2,536571,1,170,0,0,1884656.380978482,0.78,0,0,,2020-08-21,Active,524894,Monthly,249005,136302,91771,0.5212,0,61,8,0.9979,1,0,0,Current,Current,0,7,Property,Commercial,,Tier-2,Yes,8,6,51,814079,57
300,LOAN00300,32,453586,28,Single,Postgraduate,5,753105,Home Loan,1187038,72,11.5,22899,Average,1,0.12,19,55,9,2523961,1889340,0.75,2,0,0,0,0,242,5,178322,0,182,0,0,1460729.698554291,0.81,0,0,,2020-01-20,Active,147588,Monthly,167579,153171,80761,0.2396,3,70,3,0.9596,1,0,0,Current,Current,1,58,Property,Commercial,,Tier-1,Yes,9,6,36,1867352,44
301,LOAN00301,53,1758433,26,Single,High School,13,178108,Personal Loan,1157672,60,10.38,24814,Good,1,0.35,20,95,7,1284191,363199,0.28,2,1,0,0,0,252,5,230175,0,150,0,0,,,0,0,,2020-07-06,Active,204293,Bi-Monthly,192438,151031,69464,0.3904,2,14,6,0.8405,1,0,0,Current,Current,2,20,,,,,,1,5,35,1028507,30
302,LOAN00302,21,1133857,25,Single,High School,24,274569,Education Loan,1837709,12,11.76,163071,Good,1,0.42,45,57,0,1040898,135459,0.13,1,0,0,0,0,166,0,414616,1,190,0,0,,,0,0,,2021-05-20,Active,466776,Bi-Monthly,100798,81795,40462,0.7046,3,53,7,0.9023,0,0,0,Current,Current,3,11,,,,,,4,5,37,579055,39
303,LOAN00303,45,561090,20,Single,Graduate,6,37141,Personal Loan,544796,36,12.04,18105,Good,1,0.39,91,94,11,1689912,1133874,0.67,3,0,0,0,0,262,3,284000,0,84,0,0,,,0,0,,2020-09-24,Active,235502,Monthly,121561,109899,94573,0.4873,0,61,0,0.9831,1,0,0,Current,Current,3,34,,,,,,8,3,52,1233595,30
304,LOAN00304,53,1179645,20,Single,High School,17,138365,Business Loan,668951,36,20.02,24867,Average,0,0.19,38,66,13,618584,160768,0.26,3,0,0,0,0,275,2,463878,1,39,0,0,719360.9948789938,0.93,0,0,,2021-12-31,Active,486541,Monthly,100299,88236,23158,0.5969,2,41,6,0.8133,1,0,0,Current,Current,4,6,Property,Residential,,Tier-1,Yes,5,3,31,712243,3
305,LOAN00305,45,2361513,15,Married,Postgraduate,4,785104,Home Loan,1283710,36,10.85,41935,Good,1,0.48,94,58,14,2102158,1885251,0.9,3,0,0,0,0,88,2,365973,1,151,0,0,1361559.305624455,0.94,0,0,,2021-08-01,Active,385612,Irregular,188285,132423,32953,0.5969,2,23,8,0.8457,1,0,0,Current,Current,0,42,Property,Commercial,,Tier-1,Yes,3,3,20,1160606,7
306,LOAN00306,37,874721,0,Single,Graduate,20,681191,Personal Loan,1012359,84,19.47,22158,Good,0,0.36,82,64,5,2696153,289421,0.11,3,0,0,0,0,131,1,456130,1,120,0,0,,,0,0,,2020-05-27,Active,539417,Monthly,207445,118637,84624,0.4375,1,78,8,0.8529,1,0,0,Current,Current,2,39,,,,,,8,4,36,1801946,33
307,LOAN00307,57,378832,11,Married,Postgraduate,4,110509,Home Loan,1960537,12,20.03,181641,Average,1,0.77,37,33,3,2838326,805612,0.28,9,0,1,0,2,187,2,22987,4,94,30,1,2735688.751612804,0.72,1,0,,2020-10-19,NPA,27469,Monthly,217957,174919,99389,0.3068,13,24,7,0.4742,1,30,30,61-90 DPD,Current,3,54,Property,Commercial,,Tier-1,Yes,3,12,18,1851796,39
308,LOAN00308,37,869235,21,Married,Graduate,7,567613,Home Loan,213390,48,14.49,5883,Good,0,0.16,30,79,9,1367830,182810,0.13,3,0,0,0,0,258,2,168030,1,66,0,0,262199.7392221358,0.81,0,0,,2020-02-05,Active,197942,Irregular,96429,76451,81471,0.5174,1,19,8,0.9903,0,0,0,Current,Current,1,18,Property,Commercial,,Tier-1,Yes,9,7,56,908989,15
309,LOAN00309,52,709143,24,Married,Graduate,11,482624,Auto Loan,332550,84,18.14,7016,Good,1,0.17,84,61,0,843582,612545,0.73,2,1,0,0,0,120,1,493419,0,31,0,0,375083.3483134855,0.89,0,0,,2020-02-10,Active,501574,Irregular,196755,102545,70766,0.1791,2,9,2,0.8965,1,0,0,Current,Current,1,25,Vehicle,,0.0,Tier-2,Yes,1,4,17,985498,2
