index,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,MOB,Vintage_Q,Bad_A,Bad_B,Bad_Flag,Good_Flag
300,LOAN00395,395,Home Loan,1077904,24,16.7,53138,21546,2019-02-11,NPA,1,23,2498253,5,Married,High School,17,927407,23000,4,0,2841594,1674724,0.89,4,8,0,0,0,0,33,469756,117,30,Poor,0,0.31,89,58,973998,985605,,193315,202299,17157,0.5827,6,10,110,13,7,Poor,0.3166,0,0,0,15,15,Current,Current,0,24,Residential Property,1840555.0,0.5856,Apartment,,Tier-2,Yes,47,2019Q1,1,0,1,0
124,LOAN00154,154,Auto Loan,1680346,36,12.4,56133,19437,2020-03-23,Default,1,60,296530,13,Single,Graduate,3,464004,160236,7,6,1031395,774209,0.57,2,7,2,2,1,3,43,1788030,26,10,Poor,3,0.3,90,88,474746,471952,Monthly,23265,13233,47933,0.2918,7,18,54,43,1,Poor,0.237,3,3,90,90,90,90+ DPD,61-90 DPD,0,63,Vehicle,2471226.0,0.68,,2.0,Tier-2,No,33,2020Q1,1,1,1,0
145,LOAN00181,181,Auto Loan,1517087,36,9.24,48412,28449,2020-08-01,NPA,1,44,1458472,7,Married,Postgraduate,13,478480,256710,7,6,1951017,1614673,0.83,4,8,0,0,0,0,26,1321563,211,4,Average,3,0.95,84,5,487694,460937,Monthly,132651,62689,64444,0.2198,6,19,139,51,6,Average,0.6794,3,3,0,15,60,Current,Current,0,46,Vehicle,1954807.0,0.7761,,4.0,Tier-2,Yes,29,2020Q3,1,0,1,0
8,LOAN00010,10,Education Loan,1935893,36,7.0,59774,35032,2020-05-29,Default,1,44,2348745,18,Divorced,Postgraduate,13,246046,62243,9,4,2596941,1174673,0.81,1,2,0,0,0,1,37,523059,181,57,Good,1,0.71,69,98,338899,348906,Bi-Monthly,185943,152489,99089,0.4652,2,5,147,14,7,Good,0.9372,1,1,0,0,60,Current,Current,0,21,,,,,,,,31,2020Q2,1,0,1,0
34,LOAN00047,47,Education Loan,84924,24,12.48,4016,708,2021-01-12,Active,0,54,1618673,18,Single,Graduate,9,90880,353508,3,4,1411499,912604,0.54,4,8,0,0,0,1,45,492784,225,5,Good,2,0.94,51,14,65087,63367,Irregular,125352,76803,13259,0.1942,3,3,155,67,0,Good,0.9238,2,1,0,0,15,Current,Current,0,22,,,,,,,,23,2021Q1,0,0,0,1
126,LOAN00159,159,Business Loan,156994,36,13.63,5337,2959,2021-02-24,Active,0,29,1662112,29,Single,High School,14,652453,3445,5,5,2885872,2152992,0.7,1,2,1,0,0,1,3,1924205,84,35,Poor,1,0.09,16,41,724181,703420,Bi-Monthly,127795,146338,98967,0.7437,0,0,145,99,2,Poor,0.3422,1,0,15,15,90,1-30 DPD,Current,0,54,Commercial Property,246533.0,0.6368,,,Tier-2,Yes,22,2021Q1,0,1,0,1
115,LOAN00142,142,Auto Loan,1997751,36,12.86,67177,22256,2021-02-02,NPA,1,28,1210721,3,Married,Graduate,2,953190,187654,11,2,1826782,984769,0.16,2,3,0,0,0,0,12,1405626,226,5,Poor,1,0.25,99,39,971338,965006,Bi-Monthly,93138,85246,184875,0.8503,2,11,37,46,6,Poor,0.5646,1,1,0,30,30,Current,1-30 DPD,0,33,Vehicle,2537777.0,0.7872,,3.0,Tier-2,No,23,2021Q1,1,0,1,0
191,LOAN00252,252,Personal Loan,486922,60,9.04,10117,4931,2020-08-27,Active,0,47,1824038,3,Single,Postgraduate,5,683174,110559,7,6,2361271,1707317,0.25,1,2,0,0,0,2,48,538041,171,3,Poor,0,0.91,22,75,636053,662785,Monthly,150484,172660,42704,0.2642,2,3,107,98,0,Poor,0.2268,0,0,0,60,60,Current,31-60 DPD,0,2,,,,,,,,28,2020Q3,0,0,0,1
15,LOAN00023,23,Auto Loan,162649,36,13.4,5511,1735,2020-03-19,Default,1,60,1236692,23,Divorced,High School,13,664019,54826,9,0,2911299,1490525,0.96,2,6,1,0,0,0,17,588525,135,23,Poor,0,0.89,19,70,708934,729361,Irregular,113152,75096,72332,0.364,7,5,123,91,9,Poor,0.3769,0,0,15,60,60,1-30 DPD,31-60 DPD,0,2,Vehicle,248183.0,0.6554,,11.0,Tier-3,No,33,2020Q1,1,0,1,0
96,LOAN00121,121,Education Loan,249431,24,12.92,11849,3592,2020-01-16,Closed,0,23,1876706,4,Divorced,PhD,11,276323,429397,7,1,2920780,1290052,0.68,0,5,2,1,1,0,9,806431,224,48,Good,0,0.58,86,78,296990,310772,Monthly,168678,173667,14118,0.5895,0,4,69,26,7,Good,0.8096,0,0,60,60,60,61-90 DPD,31-60 DPD,2,6,,,,,,,,36,2020Q1,0,0,0,1
68,LOAN00087,87,Home Loan,1791736,12,11.89,159101,24072,2019-04-24,Closed,0,48,1034754,25,Single,Graduate,19,468685,439454,3,0,801212,1066611,0.7,2,4,0,0,0,2,4,1482839,110,13,Poor,0,0.18,48,64,492828,466295,,86948,50947,122928,0.6036,2,4,64,79,3,Poor,0.5838,0,0,0,60,60,Current,31-60 DPD,1,42,Residential Property,2414617.0,0.742,Apartment,,Tier-2,Yes,44,2019Q2,0,0,0,1
56,LOAN00073,73,Business Loan,1678083,60,17.95,42566,16355,2019-06-16,NPA,1,54,1650222,10,Divorced,Postgraduate,2,604251,231308,3,5,137700,392373,0.47,2,5,0,0,0,0,18,665554,102,40,Average,2,0.14,23,94,634259,631840,Monthly,141909,91174,63275,0.5026,5,9,168,83,9,Average,0.7028,2,2,0,0,60,Current,Current,0,56,Machinery,2731846.0,0.6143,,,Tier-2,Yes,43,2019Q2,1,0,1,0
319,LOAN00418,418,Education Loan,892749,36,13.43,30265,13768,2021-02-10,Closed,0,26,1717998,12,Divorced,High School,9,204201,155118,2,2,2565823,1920872,0.92,0,5,0,0,0,0,10,653080,15,15,Good,3,0.38,76,66,210338,190861,Irregular,142838,94718,5449,0.3782,2,4,51,14,0,Good,0.9639,3,3,0,0,15,Current,Current,0,28,,,,,,,,22,2021Q1,0,0,0,1
266,LOAN00350,350,Education Loan,1999687,48,13.72,54363,33881,2019-06-27,Default,1,40,1350004,14,Divorced,PhD,11,253876,226829,4,0,1045447,1302135,0.65,3,7,2,1,1,3,32,857909,95,55,Poor,3,0.65,27,37,214013,199890,Monthly,114966,125606,27265,0.1713,5,4,79,68,5,Poor,0.429,3,3,90,90,90,90+ DPD,61-90 DPD,0,48,,,,,,,,42,2019Q2,1,1,1,0
259,LOAN00340,340,Business Loan,540028,60,13.08,12309,5031,2020-12-25,Active,0,26,275390,6,Single,PhD,13,752145,187098,1,1,2273235,1919923,0.76,2,3,0,0,0,0,26,462209,188,34,Average,0,0.54,63,36,777616,793612,,23059,21601,167828,0.6921,2,4,139,91,5,Average,0.731,0,0,0,90,90,Current,61-90 DPD,0,48,Inventory,871258.0,0.6198,,,Tier-3,Yes,24,2020Q4,0,1,0,1
363,LOAN00474,474,Personal Loan,1072182,36,7.76,33479,9606,2021-01-26,Closed,0,64,2076374,26,Divorced,Postgraduate,11,202787,194504,11,4,1038088,573589,0.77,3,6,1,1,0,1,18,1038511,95,21,Poor,1,0.61,68,58,186895,201543,Bi-Monthly,182327,200433,43913,0.1025,2,4,101,13,3,Poor,0.5057,1,1,30,30,90,31-60 DPD,1-30 DPD,2,26,,,,,,,,23,2021Q1,0,1,0,1
122,LOAN00151,151,Auto Loan,1453354,48,14.69,40219,14150,2019-08-05,Active,0,22,1432669,24,Married,Graduate,12,111400,461728,11,5,620159,1627265,0.24,1,1,0,0,0,0,1,1945116,131,3,Good,0,0.76,86,90,105423,132243,Monthly,127336,145972,19959,0.2524,1,3,13,70,3,Good,0.9195,0,0,0,15,15,Current,Current,2,17,Vehicle,2127553.0,0.6831,,4.0,Tier-3,No,41,2019Q3,0,0,0,1
244,LOAN00320,320,Personal Loan,396028,60,11.36,8681,3837,2019-11-21,Active,0,41,476645,9,Single,Graduate,19,76340,353786,1,1,980068,2038640,0.86,1,4,0,0,0,0,47,256734,173,22,Good,0,0.82,78,80,98269,116980,Bi-Monthly,41143,19853,6578,0.5984,0,1,56,9,3,Good,0.8464,0,0,0,30,90,Current,1-30 DPD,0,38,,,,,,,,37,2019Q4,0,1,0,1
299,LOAN00394,394,Auto Loan,244072,24,10.0,11262,4071,2021-03-23,Default,1,48,1476978,11,Married,Graduate,11,563915,312208,10,0,1941763,1782614,0.78,0,3,0,0,0,0,34,522926,184,59,Average,4,0.16,95,17,650370,633228,Monthly,115708,47601,63128,0.4141,6,8,23,60,3,Average,0.7354,4,4,0,0,30,Current,Current,0,11,Vehicle,317312.0,0.7692,,1.0,Tier-2,Yes,21,2021Q1,1,0,1,0
105,LOAN00132,132,Home Loan,688443,60,8.97,14280,8490,2021-03-28,NPA,1,54,1995324,24,Married,High School,6,291269,488975,9,1,1761623,846960,0.26,0,2,0,0,0,2,22,1868279,163,44,Good,0,0.11,57,13,311127,304637,Monthly,157408,168388,54715,0.2458,4,14,156,85,4,Good,0.9021,0,0,0,0,90,Current,Current,0,61,Residential Property,823250.0,0.8363,Independent House,,Tier-1,Yes,21,2021Q1,1,1,1,0
67,LOAN00086,86,Home Loan,419419,36,10.46,13624,6917,2020-02-16,Active,0,63,284119,4,Single,High School,14,775767,375425,1,4,140459,297182,0.2,2,7,2,1,0,0,22,918177,61,19,Average,0,0.23,75,84,866081,859106,Monthly,24932,21757,21714,0.6387,3,0,168,64,6,Average,0.6753,0,0,30,30,60,31-60 DPD,1-30 DPD,2,33,Residential Property,628082.0,0.6678,Apartment,,Tier-2,Yes,34,2020Q1,0,0,0,1
344,LOAN00451,451,Auto Loan,841444,60,9.29,17585,4307,2020-09-07,NPA,1,44,2097096,27,Married,Graduate,12,870080,105139,7,2,2739635,2017822,0.86,0,4,0,0,0,1,21,202127,221,54,Average,0,0.57,22,40,938944,967645,Monthly,173258,122491,268304,0.1151,3,18,58,72,5,Average,0.7331,0,0,0,15,30,Current,Current,0,35,Vehicle,1250102.0,0.6731,,7.0,Tier-2,Yes,28,2020Q3,1,0,1,0
206,LOAN00270,270,Personal Loan,1984584,48,9.08,49461,37051,2021-01-06,Closed,0,56,1509392,12,Married,High School,12,327744,128075,9,5,1932873,1174135,0.14,2,7,0,0,0,0,53,911058,46,13,Poor,2,0.32,27,93,347400,336614,Monthly,133166,99267,89769,0.7469,1,3,55,66,4,Poor,0.2476,2,2,0,60,60,Current,31-60 DPD,2,25,,,,,,,,24,2021Q1,0,0,0,1
227,LOAN00297,297,Auto Loan,91357,60,7.0,1808,935,2019-01-09,Active,0,22,2162421,0,Single,Postgraduate,2,889393,109901,9,4,209807,800094,0.49,0,2,1,1,1,0,56,1053197,200,45,Good,3,0.31,20,29,973552,965619,Irregular,187474,181473,148770,0.3948,2,2,115,62,3,Good,0.994,3,3,90,90,90,90+ DPD,61-90 DPD,0,53,Vehicle,102921.0,0.8876,,5.0,Tier-1,Yes,48,2019Q1,0,1,0,1
358,LOAN00468,468,Home Loan,1100695,48,12.44,29223,14785,2020-11-30,Active,0,55,642735,11,Married,High School,19,22865,416214,11,1,2483938,315632,0.82,3,5,0,0,0,0,56,1223479,55,31,Average,0,0.01,100,95,1000,16637,Monthly,58397,52028,403,0.4111,2,1,75,97,4,Average,0.6222,0,0,0,15,15,Current,Current,1,11,Residential Property,1827487.0,0.6023,Apartment,,Tier-2,Yes,25,2020Q4,0,0,0,1
278,LOAN00367,367,Personal Loan,1904537,24,14.23,91649,10953,2020-01-21,Active,0,44,764470,23,Married,High School,5,761035,328918,1,0,1624414,1123004,0.36,1,6,0,0,0,0,35,1180840,95,51,Good,2,0.72,90,81,786276,808674,Irregular,68842,48086,213120,0.4431,1,2,86,47,1,Good,0.8138,2,1,0,15,90,Current,Current,0,65,,,,,,,,35,2020Q1,0,1,0,1
184,LOAN00239,239,Business Loan,71583,24,12.23,3377,368,2020-09-21,Active,0,55,2148343,0,Married,Graduate,7,355155,178023,1,1,1698940,2213329,0.61,3,7,2,2,2,0,14,1850567,46,4,Good,1,0.51,69,100,349950,354628,Monthly,189143,175504,51148,0.367,3,2,53,3,7,Good,0.9505,1,0,60,60,90,61-90 DPD,31-60 DPD,0,63,Inventory,109755.0,0.6522,,,Tier-2,No,27,2020Q3,0,1,0,1
151,LOAN00192,192,Personal Loan,1746867,36,7.0,53938,18041,2020-02-09,Default,1,30,1224185,14,Married,Graduate,4,304503,421363,1,4,974251,1986794,0.12,3,5,2,2,2,3,48,299437,168,7,Good,0,0.08,83,19,341209,370755,Irregular,103920,113789,15804,0.7738,7,9,169,36,4,Good,0.9165,0,0,60,60,90,61-90 DPD,31-60 DPD,0,37,,,,,,,,35,2020Q1,1,1,1,0
333,LOAN00436,436,Personal Loan,788771,36,11.08,25853,13511,2020-03-10,Default,1,52,981857,23,Married,PhD,15,234667,30583,11,2,1651348,1954650,0.2,4,7,2,1,1,1,38,618373,181,39,Average,0,0.77,40,90,237114,249843,Monthly,85531,55203,37540,0.4972,6,15,132,44,8,Average,0.665,0,0,90,90,90,90+ DPD,61-90 DPD,0,29,,,,,,,,34,2020Q1,1,1,1,0
52,LOAN00068,68,Auto Loan,443162,12,12.94,39569,5630,2019-02-17,Active,0,56,899609,5,Single,Postgraduate,2,564128,12584,10,4,938733,498405,0.97,3,3,0,0,0,1,47,1702834,64,11,Good,3,0.68,68,92,573422,591457,Monthly,80805,68681,59604,0.3975,1,1,10,15,9,Good,0.9551,3,2,0,0,15,Current,Current,0,14,Vehicle,600026.0,0.7386,,3.0,Tier-3,Yes,47,2019Q1,0,0,0,1
23,LOAN00034,34,Personal Loan,1912112,24,15.4,93075,17971,2019-06-19,NPA,1,40,757515,23,Married,Graduate,10,172731,489993,8,7,1491901,2321566,0.4,0,4,2,2,2,0,24,1590294,66,44,Good,0,0.05,19,89,167975,194310,Irregular,67784,69551,25553,0.1457,2,6,52,23,3,Good,0.9319,0,0,60,90,90,61-90 DPD,61-90 DPD,0,71,,,,,,,,43,2019Q2,1,1,1,0
289,LOAN00380,380,Auto Loan,1722506,24,14.23,82889,23625,2020-04-27,Active,0,35,948538,9,Married,High School,17,471866,295812,10,3,2077277,317356,0.4,3,8,0,0,0,0,51,1956148,162,49,Good,2,0.79,17,56,487777,514589,Monthly,77808,85041,129794,0.5093,1,1,115,15,3,Good,0.9234,2,1,0,60,60,Current,31-60 DPD,0,70,Vehicle,2599901.0,0.6625,,3.0,Tier-2,Yes,32,2020Q2,0,0,0,1
329,LOAN00432,432,Personal Loan,136263,60,17.66,3435,794,2019-12-23,Active,0,40,1625692,4,Married,High School,2,672187,335841,6,1,566274,691488,0.69,3,4,1,1,0,0,51,843470,137,13,Good,0,0.24,43,36,760281,790118,Monthly,134504,122043,70884,0.3765,3,0,161,71,2,Good,0.8896,0,0,30,30,30,31-60 DPD,1-30 DPD,0,18,,,,,,,,36,2019Q4,0,0,0,1
169,LOAN00218,218,Education Loan,1036761,48,12.8,27710,6557,2019-01-03,Closed,0,34,232375,3,Married,PhD,7,161890,247212,3,7,2612329,914388,0.52,2,6,1,1,0,0,8,1857593,196,36,Good,1,0.35,5,5,231155,223856,Monthly,17768,17076,58953,0.4772,2,1,128,89,1,Good,0.8647,1,1,30,30,30,31-60 DPD,1-30 DPD,0,68,,,,,,,,48,2019Q1,0,0,0,1
57,LOAN00074,74,Business Loan,233806,60,9.61,4922,2813,2021-05-21,Active,0,50,891365,1,Single,Graduate,10,895147,289577,11,0,383364,925454,0.9,1,6,0,0,0,0,7,911952,175,34,Poor,5,0.97,39,11,864584,891384,Monthly,75312,64142,65712,0.6743,1,3,116,71,9,Poor,0.2046,5,5,0,15,15,Current,Current,0,6,Machinery,390117.0,0.5993,,,Tier-3,Yes,19,2021Q2,0,0,0,1
311,LOAN00407,407,Auto Loan,1042268,60,12.2,23290,14928,2019-05-29,Closed,0,50,1360461,7,Single,Graduate,7,765318,334334,7,0,1277277,1912377,0.58,0,0,0,0,0,3,10,928374,19,19,Average,0,0.5,42,1,825892,834651,Monthly,104767,117469,231639,0.3384,1,3,107,52,8,Average,0.5812,0,0,0,15,30,Current,Current,0,25,Vehicle,1529859.0,0.6813,,0.0,Tier-3,No,43,2019Q2,0,0,0,1
27,LOAN00039,39,Education Loan,1517662,36,7.0,46860,19119,2020-10-09,Active,0,53,1509127,26,Single,Postgraduate,8,665449,285697,6,4,175345,1974302,0.84,2,3,0,0,0,0,6,1716322,68,18,Average,2,0.97,92,98,733203,736222,Monthly,114689,65770,23086,0.5308,1,1,78,35,8,Average,0.6286,2,2,0,0,90,Current,Current,0,69,,,,,,,,27,2020Q4,0,1,0,1
365,LOAN00476,476,Auto Loan,954925,36,8.3,30056,19042,2019-11-24,Default,1,60,632084,13,Married,PhD,18,673914,255487,5,7,2933951,342096,0.14,4,6,0,0,0,2,2,1786925,190,6,Poor,0,0.01,84,98,726415,735047,Irregular,47613,56353,74092,0.2457,5,10,55,14,3,Poor,0.5582,0,0,0,15,15,Current,Current,0,46,Vehicle,1173182.0,0.814,,5.0,Tier-1,Yes,37,2019Q4,1,0,1,0
147,LOAN00188,188,Home Loan,1480136,12,13.3,132410,15816,2021-06-20,Default,1,35,1237763,17,Married,Postgraduate,8,196747,395345,8,2,2244059,1699487,0.02,3,8,0,0,0,0,56,355682,115,2,Average,4,0.09,12,44,158479,130272,Irregular,100943,64883,30940,0.3478,4,4,27,82,0,Average,0.7537,4,3,0,0,0,Current,Current,0,41,Residential Property,2438010.0,0.6071,Villa,,Tier-1,No,18,2021Q2,1,0,1,0
263,LOAN00346,346,Auto Loan,148375,12,7.04,12841,2394,2019-09-15,Default,1,57,1733915,4,Single,Postgraduate,9,791672,383279,7,4,1261957,1516918,0.57,4,9,0,0,0,1,26,1066191,168,48,Average,1,0.71,63,79,804061,792937,Bi-Monthly,137142,136795,97290,0.4997,6,9,71,92,8,Average,0.6221,1,0,0,30,90,Current,1-30 DPD,0,71,Vehicle,175165.0,0.8471,,2.0,Tier-3,Yes,40,2019Q3,1,1,1,0
45,LOAN00059,59,Business Loan,1361736,48,16.03,38612,22534,2019-11-26,Closed,0,32,451580,23,Single,PhD,11,835298,166590,5,0,1767617,791907,0.94,1,2,0,0,0,0,4,1502951,198,1,Poor,3,0.9,22,69,918103,903256,Monthly,36700,42786,181329,0.5471,2,2,54,74,1,Poor,0.3614,3,2,0,15,15,Current,Current,0,53,Commercial Property,1861789.0,0.7314,,,Tier-1,Yes,37,2019Q4,0,0,0,1
189,LOAN00245,245,Auto Loan,1256908,60,15.04,29928,11572,2020-09-05,Default,1,42,1212765,12,Married,Graduate,11,116154,150747,2,7,1598023,2062678,0.63,3,7,0,0,0,0,26,556429,182,7,Poor,3,0.65,61,42,149051,178297,Monthly,95183,104248,31560,0.9148,7,14,98,77,5,Poor,0.3315,3,3,0,15,15,Current,Current,0,42,Vehicle,1982850.0,0.6339,,6.0,Tier-2,Yes,28,2020Q3,1,0,1,0
81,LOAN00105,105,Home Loan,1886119,24,15.39,91801,36658,2019-07-17,Closed,0,53,1145757,15,Married,PhD,1,832390,477136,2,1,1228176,183676,0.25,2,3,1,1,1,0,56,520328,112,54,Average,3,0.58,22,90,914278,913504,Monthly,93013,56780,87136,0.179,1,4,77,87,8,Average,0.7919,3,2,60,60,60,61-90 DPD,31-60 DPD,0,17,Residential Property,2151247.0,0.8768,Apartment,,Tier-1,Yes,42,2019Q3,0,0,0,1
281,LOAN00370,370,Personal Loan,413346,72,15.72,8902,6912,2019-08-16,Default,1,43,1495819,12,Divorced,PhD,16,605031,310259,3,7,2571358,170967,0.66,4,9,0,0,0,1,32,429198,30,18,Poor,0,0.45,63,19,639433,664012,Monthly,124723,141999,165858,0.8123,4,8,163,39,8,Poor,0.2558,0,0,0,15,15,Current,Current,0,67,,,,,,,,41,2019Q3,1,0,1,0
36,LOAN00049,49,Home Loan,1684876,36,15.64,58936,22135,2019-06-15,NPA,1,34,1282119,10,Single,Postgraduate,12,948510,376338,3,1,1484086,1587610,0.7,0,3,1,0,0,0,24,1213973,85,48,Poor,0,0.39,84,21,972071,959090,Monthly,106565,83580,171833,0.6237,3,17,142,7,5,Poor,0.5416,0,0,15,60,60,1-30 DPD,31-60 DPD,0,58,Residential Property,2145720.0,0.7852,Apartment,,Tier-2,Yes,43,2019Q2,1,0,1,0
88,LOAN00112,112,Home Loan,177137,48,13.05,4756,3433,2019-10-26,Active,0,52,380885,16,Divorced,Graduate,9,432537,264851,11,6,304048,463935,0.08,4,7,1,0,0,1,55,287122,62,26,Good,1,0.92,34,54,514006,530809,,29999,23614,86029,0.3877,1,3,157,31,0,Good,0.955,1,1,15,15,90,1-30 DPD,Current,0,27,Residential Property,199562.0,0.8876,Apartment,,Tier-2,No,38,2019Q4,0,1,0,1
18,LOAN00027,27,Home Loan,1213104,48,11.9,31886,7287,2020-03-11,Active,0,57,1292563,17,Married,High School,10,878768,17723,4,4,1347741,1385630,0.1,0,5,0,0,0,0,22,1845224,27,27,Good,1,0.49,8,3,937832,910882,Monthly,116324,102241,219683,0.3197,3,3,32,58,9,Good,0.9911,1,1,0,0,60,Current,Current,0,3,Residential Property,1745247.0,0.6951,Independent House,,Tier-1,Yes,34,2020Q1,0,0,0,1
66,LOAN00085,85,Auto Loan,1397028,24,7.01,62554,9528,2021-04-10,Closed,0,44,1366157,18,Single,Postgraduate,18,687704,201882,1,1,1993214,1170352,0.56,2,4,0,0,0,1,5,1589838,120,28,Average,4,0.0,37,93,757823,748927,Monthly,118398,98614,34421,0.6594,2,0,35,58,5,Average,0.6154,4,3,0,60,60,Current,31-60 DPD,0,13,Vehicle,2232622.0,0.6257,,9.0,Tier-1,Yes,21,2021Q2,0,0,0,1
236,LOAN00311,311,Education Loan,543415,36,10.14,17570,9396,2019-04-08,Active,0,22,966646,5,Divorced,Postgraduate,10,215893,99117,5,1,2393493,2226264,0.0,2,7,0,0,0,3,19,109308,171,21,Good,3,0.93,39,60,195647,182458,Monthly,87146,104000,39955,0.5286,2,2,114,82,6,Good,0.9234,3,3,0,15,15,Current,Current,1,48,,,,,,,,45,2019Q2,0,0,0,1
192,LOAN00253,253,Personal Loan,1031578,72,16.13,22450,9878,2020-02-02,Active,0,44,1140328,6,Married,Postgraduate,10,602640,290894,6,1,1388693,1851206,0.46,1,2,1,0,0,0,2,1032480,210,7,Poor,1,0.52,21,67,626438,614058,Monthly,93686,107850,71580,0.2979,0,3,99,31,6,Poor,0.3683,1,1,15,60,60,1-30 DPD,31-60 DPD,0,37,,,,,,,,35,2020Q1,0,0,0,1
269,LOAN00354,354,Education Loan,1476232,24,10.91,68742,17221,2021-02-15,Active,0,54,836632,14,Married,PhD,13,468535,291159,7,5,211359,845202,0.38,3,6,0,0,0,1,53,229676,20,15,Good,1,0.49,29,44,541990,543111,,76446,58645,42034,0.5292,2,1,54,97,8,Good,0.9423,1,1,0,0,30,Current,Current,1,31,,,,,,,,22,2021Q1,0,0,0,1
119,LOAN00146,146,Personal Loan,709984,36,13.56,24114,12964,2020-09-29,Active,0,55,1040229,5,Single,High School,12,434957,497723,3,2,1974433,1910864,0.18,3,6,1,0,0,0,15,234681,128,58,Average,3,0.1,100,25,490097,476485,Monthly,93521,42891,34580,0.5191,2,4,66,97,1,Average,0.7828,3,2,15,30,90,1-30 DPD,1-30 DPD,3,60,,,,,,,,27,2020Q3,0,1,0,1
246,LOAN00322,322,Auto Loan,1767695,48,7.0,42329,9999,2019-04-28,Default,1,48,846350,15,Single,Graduate,3,929349,424395,7,6,813815,2245794,0.48,1,2,1,0,0,0,16,209170,229,28,Average,0,0.13,22,52,953249,957960,Monthly,63539,35166,76268,0.7849,4,10,137,22,3,Average,0.7036,0,0,15,15,15,1-30 DPD,Current,0,21,Vehicle,2270870.0,0.7784,,5.0,Tier-3,No,44,2019Q2,1,0,1,0
188,LOAN00244,244,Personal Loan,1550154,36,8.83,49171,26549,2021-05-03,NPA,1,21,1817993,19,Married,PhD,17,975833,173992,2,2,2789929,1083116,0.95,2,7,0,0,0,2,21,1934293,100,20,Average,0,0.49,5,73,1016071,997407,Monthly,163120,122228,32708,0.3823,7,10,31,9,2,Average,0.7324,0,0,0,0,30,Current,Current,0,60,,,,,,,,20,2021Q2,1,0,1,0
123,LOAN00153,153,Home Loan,441132,36,12.72,14804,3364,2020-10-04,Active,0,55,2165069,28,Single,PhD,15,861355,415853,3,3,1039619,1450444,0.58,0,3,0,0,0,0,15,455791,93,33,Good,1,0.7,5,34,865000,844619,Monthly,180980,114718,17907,0.63,2,2,68,41,6,Good,0.8719,1,0,0,30,30,Current,1-30 DPD,0,65,Residential Property,557081.0,0.7919,Villa,,Tier-1,No,27,2020Q4,0,0,0,1
153,LOAN00194,194,Business Loan,1503710,48,9.33,37655,14444,2019-01-09,Closed,0,33,771081,0,Married,PhD,6,911348,363838,7,5,961394,2287642,0.41,0,1,2,1,0,0,19,1739650,228,54,Poor,0,0.48,92,72,986466,993792,Bi-Monthly,62716,48629,206611,0.7943,3,0,21,46,1,Poor,0.4515,0,0,30,60,60,31-60 DPD,31-60 DPD,2,8,Inventory,1741219.0,0.8636,,,Tier-2,Yes,48,2019Q1,0,0,0,1
61,LOAN00080,80,Personal Loan,1668313,12,15.1,150657,32404,2019-01-12,Closed,0,62,819981,17,Married,PhD,6,359095,149711,11,0,1905461,1862434,0.67,1,1,1,1,1,0,39,1090949,107,27,Good,0,0.2,27,69,323062,312712,Irregular,71144,57795,22318,0.5221,1,3,81,49,4,Good,0.9643,0,0,60,90,90,61-90 DPD,61-90 DPD,0,35,,,,,,,,48,2019Q1,0,1,0,1
107,LOAN00134,134,Home Loan,1191271,12,8.27,103775,10179,2021-03-28,Active,0,51,1719832,0,Single,Graduate,16,941688,463925,4,4,2467368,731960,0.31,1,3,0,0,0,0,50,1513090,183,17,Average,5,0.43,91,21,1016646,993265,Irregular,142082,113327,116652,0.2419,2,4,84,81,2,Average,0.8492,5,4,0,0,60,Current,Current,0,66,Residential Property,1638474.0,0.7271,Plot,,Tier-1,Yes,21,2021Q1,0,0,0,1
5,LOAN00007,7,Personal Loan,830250,36,14.25,28476,11757,2020-05-23,Active,0,25,1698040,25,Married,Graduate,12,532478,338907,11,6,1060389,1450672,0.09,4,9,0,0,0,1,28,1002923,173,37,Good,1,0.95,2,46,592867,621268,Monthly,131885,103276,137098,0.5586,1,0,134,44,3,Good,0.8157,1,0,0,0,0,Current,Current,0,35,,,,,,,,31,2020Q2,0,0,0,1
