Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
588,LOAN00588,31,2386430,22,Single,Graduate,17,739952,Business Loan,366486,24,13.88,17575,Average,1,0.17,33,63,6,278446,220124,0.79,0,1,0,0,0,138,2,666145,1,132,0,0,385426.7370517721,0.95,0,0,,2021-08-16,Active,632241,Monthly,69181,40611,89028,0.1728,0,77,1,0.9184,1,0,0,Current,Current,0,27,Property,Commercial,,Tier-1,Yes,6,1,54,168289,2
569,LOAN00569,63,604877,24,Single,Graduate,4,475978,Business Loan,1950139,60,8.85,40339,Average,0,0.27,64,92,2,1601926,472911,0.3,1,0,0,0,0,216,2,475739,1,81,0,0,2740412.539553062,0.71,0,0,,2021-09-07,Active,489711,Monthly,247102,166948,7920,0.5577,4,50,5,0.9193,0,0,0,Current,Current,0,39,Property,Residential,,Tier-3,Yes,9,5,57,1561161,53
861,LOAN00861,42,2377116,26,Married,High School,24,652349,Personal Loan,1439808,84,17.52,29857,Average,0,0.52,98,82,1,2131623,294796,0.14,3,0,0,0,0,278,2,119410,0,198,0,0,,,0,0,,2020-08-17,Active,103210,Monthly,48960,30821,28126,0.7971,2,17,3,0.8222,0,0,0,Current,Current,2,2,,,,,,1,3,55,1513821,43
746,LOAN00746,41,748622,26,Married,High School,19,170882,Personal Loan,1214419,12,10.79,107213,Average,4,0.75,78,40,11,1338734,326773,0.24,4,0,0,0,1,117,3,46465,4,107,60,2,,,1,0,,2020-06-21,NPA,49884,Monthly,189293,179154,47494,0.7473,9,34,4,0.5777,1,60,60,61-90 DPD,1-30 DPD,4,2,,,,,,3,4,21,1217539,5
114,LOAN00114,47,1214908,13,Married,Graduate,21,614272,Personal Loan,1257333,84,11.56,21900,Good,0,0.31,94,88,0,2730611,505677,0.19,3,1,0,0,0,178,1,576741,0,111,0,0,,,0,0,,2021-03-20,Active,532434,Monthly,73425,60857,91486,0.609,2,68,5,0.8777,1,0,0,Current,Current,0,31,,,,,,3,6,21,2613731,8
932,LOAN00932,53,997702,26,Married,High School,5,27553,Education Loan,1663132,72,11.72,32272,Good,0,0.16,70,86,13,2293176,1179910,0.51,1,1,0,0,0,107,0,530688,1,182,0,0,,,0,0,,2021-04-08,Active,500512,Irregular,126187,87365,39783,0.3969,1,43,8,0.85,0,0,0,Current,Current,0,3,,,,,,8,3,33,2247984,41
25,LOAN00025,47,884780,20,Divorced,High School,4,201770,Home Loan,770195,12,19.5,71162,Good,1,0.29,91,61,12,2210867,497844,0.23,3,0,0,0,0,93,2,64157,1,83,0,0,926297.823039969,0.83,0,0,,2022-04-09,Active,76221,Irregular,93065,76906,34384,0.5435,4,46,2,0.8985,0,0,0,Current,Current,3,46,Property,Residential,,Tier-1,No,0,5,29,1628312,34
286,LOAN00286,29,668817,1,Single,High School,18,102083,Personal Loan,466029,60,13.69,10768,Poor,1,0.72,71,56,1,682908,152899,0.22,7,0,1,0,1,75,4,72933,4,20,60,1,,,1,0,,2020-07-17,NPA,65423,Irregular,108537,72488,88238,0.1817,6,33,5,0.4933,4,0,60,31-60 DPD,1-30 DPD,0,1,,,,,,5,8,10,379808,22
994,LOAN00994,52,402575,5,Divorced,Graduate,1,690935,Business Loan,392789,48,15.7,11071,Good,0,0.32,91,78,7,1325820,246598,0.19,2,0,0,0,0,299,5,570789,0,161,0,0,499261.7200665313,0.79,0,0,,2020-09-15,Active,569027,Monthly,49000,36127,47284,0.7939,0,58,0,0.9645,1,0,0,Current,Current,3,30,Property,Residential,,Tier-2,No,7,2,29,1228441,31
724,LOAN00724,26,2298974,26,Married,Graduate,2,129959,Education Loan,549415,36,15.49,19177,Good,0,0.39,71,58,2,2367911,1426564,0.6,3,0,0,0,0,182,2,110059,0,55,0,0,,,0,0,,2021-11-03,Active,113290,Bi-Monthly,189071,112521,64638,0.2935,1,60,1,0.834,1,0,0,Current,Current,1,22,,,,,,3,4,26,1507083,25
108,LOAN00108,26,2294289,21,Single,High School,21,48370,Home Loan,820093,72,14.61,17167,Average,0,0.22,99,89,2,2415921,1773537,0.73,3,0,0,0,0,232,1,351227,1,129,0,0,1038124.931794996,0.79,0,0,,2020-11-27,Active,346987,Monthly,102499,55402,7969,0.451,4,67,6,0.9892,1,0,0,Current,Current,1,35,Property,Residential,,Tier-3,No,3,7,47,2868429,1
168,LOAN00168,51,1072638,16,Single,High School,8,167491,Auto Loan,1332897,84,13.7,24758,Good,0,0.42,48,91,6,446423,293525,0.66,0,1,0,0,0,227,1,162463,0,57,0,0,1805804.477980964,0.74,0,0,,2020-05-10,Active,168809,Monthly,85444,69455,86005,0.7769,4,66,7,0.9802,1,0,0,Current,Current,3,2,Vehicle,,9.0,Tier-2,Yes,0,2,44,223844,57
668,LOAN00668,37,1555513,9,Married,Graduate,23,675146,Personal Loan,277833,24,8.26,12598,Average,1,0.44,42,69,4,2710915,2253315,0.83,2,0,0,0,0,154,2,316223,1,100,0,0,,,0,0,,2020-12-19,Active,366095,Irregular,150769,110363,21049,0.5966,1,22,6,0.8269,0,0,0,Current,Current,2,29,,,,,,0,6,48,2686440,34
342,LOAN00342,36,1017674,15,Married,Postgraduate,12,760027,Home Loan,1696272,24,21.51,87589,Average,0,0.23,15,89,10,711137,145655,0.2,2,0,0,0,0,60,2,480706,0,91,0,0,2454319.738036165,0.69,0,0,,2020-06-19,Active,490666,Monthly,61168,50819,28489,0.5443,3,4,7,0.9107,0,0,0,Current,Current,0,51,Property,Commercial,,Tier-1,Yes,9,4,43,390716,7
457,LOAN00457,25,775792,15,Married,Graduate,17,603076,Business Loan,1141085,60,10.37,24452,Good,1,0.21,99,71,4,855658,551381,0.64,3,1,0,0,0,54,3,375703,1,186,0,0,1366245.321641885,0.84,0,0,,2021-12-01,Active,402580,Monthly,86035,77580,92714,0.3177,3,78,6,0.8289,0,0,0,Current,Current,2,17,Property,Residential,,Tier-2,No,7,4,30,586199,52
211,LOAN00211,44,1625302,13,Single,Postgraduate,1,506652,Auto Loan,1089747,72,8.98,19632,Average,1,0.24,13,99,3,2652234,1352119,0.51,2,1,0,0,0,206,2,264544,0,111,0,0,1127414.354731733,0.97,0,0,,2022-05-12,Active,301589,Irregular,92128,66188,77049,0.1908,1,15,8,0.8366,1,0,0,Current,Current,2,27,Vehicle,,4.0,Tier-2,Yes,4,4,36,2505950,25
67,LOAN00067,61,1796076,2,Single,Graduate,10,79988,Personal Loan,1523730,72,10.04,28259,Average,0,0.23,72,74,6,732104,470124,0.64,0,1,0,0,0,150,3,667615,0,167,0,0,,,0,0,,2020-05-20,Active,597971,Monthly,165597,141840,45725,0.534,1,0,2,0.8161,1,0,0,Current,Current,2,1,,,,,,9,1,34,694809,48
485,LOAN00485,49,349982,2,Married,Graduate,11,100113,Auto Loan,721371,24,9.09,32985,Poor,5,0.6,89,14,0,2766779,2356351,0.85,7,2,3,1,3,147,8,9857,6,95,120,5,910699.5054988492,0.79,1,1,2023-08-21,2021-01-11,Default,9363,Irregular,202122,151571,65316,0.6117,25,65,6,0.1242,7,120,120,90+ DPD,61-90 DPD,0,28,Vehicle,,1.0,Tier-1,Yes,3,9,18,2259195,1
520,LOAN00520,49,1692794,27,Single,Graduate,23,98098,Personal Loan,1722394,24,12.95,81845,Average,1,0.28,40,84,10,2769132,2194212,0.79,3,0,0,0,0,97,0,660457,0,133,0,0,,,0,0,,2022-02-02,Active,724158,Monthly,179173,115965,81797,0.2517,2,4,7,0.9931,0,0,0,Current,Current,2,35,,,,,,7,4,17,1617985,19
30,LOAN00030,23,1505130,20,Single,Graduate,5,363686,Home Loan,1236078,36,15.22,42982,Average,0,0.19,56,66,0,521523,208025,0.4,2,1,0,0,0,286,4,570677,1,72,0,0,1336984.902209026,0.92,0,0,,2022-02-06,Active,508724,Monthly,72596,67844,37695,0.1148,0,69,0,0.8755,1,0,0,Current,Current,3,15,Property,Commercial,,Tier-1,Yes,1,6,25,548795,14
951,LOAN00951,52,2306851,9,Married,High School,7,126226,Business Loan,290866,24,15.26,14139,Average,1,0.35,96,94,12,2510675,1738939,0.69,2,0,0,0,0,68,2,598025,1,137,0,0,363096.1664332914,0.8,0,0,,2021-03-26,Active,614704,Monthly,197994,142794,57220,0.4032,4,7,1,0.9372,0,0,0,Current,Current,1,16,Property,Residential,,Tier-1,Yes,5,5,13,2110615,15
447,LOAN00447,38,1960054,26,Married,Graduate,20,780327,Personal Loan,982904,12,15.67,89026,Good,0,0.34,70,74,9,749570,110870,0.15,3,0,0,0,0,74,3,493736,0,76,0,0,,,0,0,,2021-09-09,Active,407519,Monthly,121216,68672,77858,0.2986,3,10,4,0.8872,1,0,0,Current,Current,3,30,,,,,,1,7,27,719716,18
723,LOAN00723,57,157160,21,Married,High School,6,196951,Personal Loan,1519473,72,12.17,29840,Poor,3,0.96,94,10,11,287565,146567,0.51,2,3,3,2,3,129,11,95313,7,41,90,4,,,1,1,2022-11-25,2020-04-24,Default,113676,Monthly,179121,165668,61820,0.5972,6,50,3,0.1814,4,60,60,90+ DPD,90+ DPD,1,52,,,,,,8,6,18,243248,42
635,LOAN00635,30,756406,12,Single,Postgraduate,10,3458,Auto Loan,1083453,24,11.67,50835,Poor,4,0.84,53,19,4,462028,198978,0.43,2,4,3,1,2,118,10,83750,9,100,90,4,1535950.240123904,0.71,1,1,2024-01-13,2020-09-09,Default,67605,Irregular,115431,87682,22389,0.468,26,59,8,0.135,5,90,90,90+ DPD,61-90 DPD,1,23,Vehicle,,3.0,Tier-3,Yes,9,3,13,281015,42
436,LOAN00436,56,365584,2,Married,High School,22,783606,Home Loan,783355,36,9.71,25170,Good,1,0.46,54,65,9,266586,212325,0.8,0,0,0,0,0,82,0,80849,1,79,0,0,1052055.281153187,0.74,0,0,,2022-03-08,Active,75052,Monthly,154172,102627,96312,0.3811,4,58,1,0.9489,0,0,0,Current,Current,2,17,Property,Residential,,Tier-3,Yes,7,3,49,168366,51
500,LOAN00500,63,2402215,22,Divorced,High School,20,104263,Auto Loan,1908770,36,20.07,71004,Good,0,0.54,29,89,1,2851981,474312,0.17,1,1,0,0,0,173,2,483063,1,106,0,0,2287808.011035155,0.83,0,0,,2020-09-06,Active,569970,Monthly,105179,81962,15962,0.3423,4,48,3,0.9579,1,0,0,Current,Current,3,27,Vehicle,,7.0,Tier-3,Yes,0,2,22,2057855,22
901,LOAN00901,50,1396920,2,Married,High School,6,24752,Education Loan,1509894,12,11.13,133538,Good,0,0.22,50,65,4,1871687,1425201,0.76,1,1,0,0,0,81,3,694565,0,163,0,0,,,0,0,,2021-06-20,Active,568980,Bi-Monthly,135815,100068,19730,0.6643,3,58,3,0.8248,0,0,0,Current,Current,2,28,,,,,,5,3,39,1924310,36
680,LOAN00680,38,534634,21,Married,Graduate,7,476774,Auto Loan,936619,48,14.35,25759,Average,1,0.44,89,88,0,1350341,930015,0.69,1,0,0,0,0,164,2,70963,1,55,0,0,990767.231809374,0.95,0,0,,2020-03-25,Active,83113,Monthly,69434,40683,96206,0.534,1,37,5,0.8988,1,0,0,Current,Current,2,36,Vehicle,,8.0,Tier-1,Yes,5,2,29,906316,42
132,LOAN00132,48,461584,4,Single,High School,0,596911,Home Loan,1473608,60,11.48,32393,Good,1,0.44,33,78,4,2346410,1293798,0.55,1,0,0,0,0,144,0,310046,0,45,0,0,1500837.069119102,0.98,0,0,,2022-05-02,Active,268827,Monthly,151189,89699,84802,0.4239,3,38,7,0.8055,1,0,0,Current,Current,4,31,Property,Commercial,,Tier-1,No,2,1,54,1637910,6
719,LOAN00719,59,1025527,27,Married,High School,5,706520,Business Loan,1975946,60,18.03,50208,Average,1,0.06,43,96,11,551777,399231,0.72,0,0,0,0,0,125,3,213925,0,105,0,0,2324852.010731343,0.85,0,0,,2020-09-24,Active,189500,Irregular,147227,94734,29936,0.1225,2,55,1,0.8283,1,0,0,Current,Current,2,29,Property,Commercial,,Tier-3,Yes,1,2,44,633289,58
236,LOAN00236,45,2316859,18,Married,High School,7,449918,Personal Loan,1909777,60,19.39,49951,Good,1,0.26,61,89,14,2555394,2002047,0.78,3,0,0,0,0,62,4,418837,0,181,0,0,,,0,0,,2020-11-10,Active,406183,Irregular,180080,165370,9286,0.6915,1,69,0,0.882,0,0,0,Current,Current,4,58,,,,,,9,3,49,2517328,46
362,LOAN00362,35,525604,26,Single,High School,24,136978,Personal Loan,1364138,84,15.87,26993,Good,0,0.25,34,72,6,194301,38816,0.2,2,1,0,0,0,250,2,34290,1,67,0,0,,,0,0,,2020-03-27,Active,31334,Monthly,188322,178541,77176,0.2171,4,30,4,0.8197,0,0,0,Current,Current,3,10,,,,,,7,3,58,230208,47
610,LOAN00610,53,1989430,16,Single,High School,19,428223,Education Loan,726499,12,20.22,67375,Good,0,0.12,62,95,10,2237553,426290,0.19,3,1,0,0,0,164,4,214035,1,186,0,0,,,0,0,,2022-03-17,Active,207294,Bi-Monthly,169068,103471,77678,0.466,4,47,4,0.9895,0,0,0,Current,Current,4,31,,,,,,9,3,50,1794501,37
578,LOAN00578,63,1522309,15,Married,Graduate,6,94470,Business Loan,761627,12,20.07,70578,Good,1,0.14,78,76,6,1038949,880610,0.85,1,0,0,0,0,228,2,586410,1,162,0,0,762107.481357132,1.0,0,0,,2021-02-05,Active,678726,Bi-Monthly,202802,164773,2913,0.7937,3,1,8,0.9401,1,0,0,Current,Current,2,19,Property,Commercial,,Tier-2,No,9,3,46,660263,38
398,LOAN00398,56,1025524,23,Married,Graduate,13,409393,Home Loan,1566565,72,8.15,27581,Good,0,0.29,35,63,7,981107,297441,0.3,0,0,0,0,0,120,2,47221,0,30,0,0,2151653.517439498,0.73,0,0,,2021-06-20,Active,49379,Monthly,165844,107545,10393,0.5029,2,75,7,0.8009,0,0,0,Current,Current,3,57,Property,Commercial,,Tier-1,No,7,4,59,904026,27
293,LOAN00293,29,2094982,4,Single,Graduate,24,424935,Personal Loan,630935,84,19.82,13942,Good,0,0.22,78,94,13,2429480,1011097,0.42,2,0,0,0,0,275,2,453219,0,145,0,0,,,0,0,,2021-05-21,Active,370209,Monthly,214443,191911,52749,0.7943,1,9,9,0.8499,0,0,0,Current,Current,4,25,,,,,,4,4,28,2571017,9
200,LOAN00200,30,379855,5,Married,Postgraduate,19,718848,Personal Loan,427954,36,21.28,16184,Average,0,0.5,60,87,13,149951,28054,0.19,0,1,0,0,0,203,4,92322,1,129,0,0,,,0,0,,2020-12-17,Active,109224,Monthly,198706,153496,55076,0.3027,3,53,8,0.8687,1,0,0,Current,Current,1,33,,,,,,3,0,42,89131,17
212,LOAN00212,33,1442709,27,Married,Postgraduate,8,266924,Auto Loan,1844526,12,9.7,161905,Average,1,0.32,40,55,6,1816453,1004856,0.55,0,1,0,0,0,98,1,265765,0,45,0,0,2096767.882854331,0.88,0,0,,2020-10-16,Active,295150,Irregular,144036,127013,50020,0.4074,4,11,6,0.9221,1,0,0,Current,Current,3,28,Vehicle,,6.0,Tier-2,Yes,7,3,35,2078818,5
944,LOAN00944,35,1176434,10,Single,Graduate,7,210087,Education Loan,1064582,48,21.87,33465,Good,1,0.26,93,69,8,745433,196443,0.26,0,0,0,0,0,45,1,602348,0,89,0,0,,,0,0,,2022-01-05,Active,652731,Monthly,79975,63006,18764,0.5963,0,70,5,0.9175,0,0,0,Current,Current,2,8,,,,,,6,4,28,596248,48
613,LOAN00613,22,2050156,28,Divorced,Graduate,23,640971,Auto Loan,740161,36,8.14,23241,Average,0,0.42,91,99,4,1512827,733339,0.48,2,0,0,0,0,152,2,630490,1,165,0,0,1089669.865932149,0.68,0,0,,2020-05-22,Active,661617,Monthly,80184,71996,53050,0.3373,1,48,4,0.9048,0,0,0,Current,Current,2,3,Vehicle,,2.0,Tier-1,Yes,0,2,29,826479,21
278,LOAN00278,58,996374,5,Married,Graduate,11,407511,Education Loan,771916,36,19.94,28663,Good,0,0.1,88,75,7,2891873,290769,0.1,0,0,0,0,0,269,4,60943,1,145,0,0,,,0,0,,2020-06-20,Active,72720,Monthly,72985,57913,56386,0.518,2,42,5,0.9931,1,0,0,Current,Current,1,28,,,,,,0,0,39,3332770,17
172,LOAN00172,35,2057466,5,Married,High School,24,71650,Personal Loan,957985,48,21.12,29726,Average,0,0.16,76,55,2,2058637,254046,0.12,2,1,0,0,0,281,5,364900,0,171,0,0,,,0,0,,2022-01-22,Active,429252,Monthly,191052,126372,38274,0.3583,3,35,9,0.962,0,0,0,Current,Current,4,46,,,,,,6,6,14,1080530,55
34,LOAN00034,43,1906741,14,Married,Graduate,24,48481,Home Loan,1464040,84,20.27,32749,Average,1,0.38,56,71,11,2975633,843979,0.28,3,0,0,0,0,294,1,539558,0,154,0,0,1497136.890417352,0.98,0,0,,2021-01-11,Active,520585,Monthly,160774,131007,25812,0.5221,2,57,3,0.9875,1,0,0,Current,Current,1,30,Property,Commercial,,Tier-1,Yes,2,6,51,1568349,28
419,LOAN00419,44,429181,20,Single,Postgraduate,10,612401,Business Loan,885954,60,10.99,19258,Good,0,0.45,73,70,3,816725,526728,0.64,0,1,0,0,0,176,2,473792,1,74,0,0,1172884.852124281,0.76,0,0,,2021-11-13,Active,540496,Irregular,106524,70867,42321,0.1385,3,70,7,0.8808,1,0,0,Current,Current,1,54,Property,Residential,,Tier-3,Yes,3,0,59,408526,16
772,LOAN00772,33,719087,23,Married,High School,6,527487,Education Loan,187339,36,20.08,6969,Good,0,0.35,66,97,11,925767,218987,0.24,1,1,0,0,0,249,3,508052,1,58,0,0,,,0,0,,2021-04-14,Active,588804,Bi-Monthly,206131,183747,54528,0.4577,1,72,8,0.87,1,0,0,Current,Current,1,25,,,,,,9,2,32,834815,55
841,LOAN00841,28,481389,5,Single,High School,2,8565,Auto Loan,1177982,60,11.03,25629,Poor,7,0.92,65,14,0,543615,291289,0.54,2,1,2,2,2,60,9,55521,7,85,90,7,1418534.567232958,0.83,1,1,2023-02-22,2020-03-25,Default,44882,Monthly,117712,69742,44370,0.1699,14,64,1,0.2523,11,60,60,90+ DPD,90+ DPD,1,20,Vehicle,,0.0,Tier-2,Yes,4,2,22,573689,6
47,LOAN00047,40,914872,22,Single,Graduate,11,197128,Home Loan,1325853,36,19.84,49165,Good,0,0.15,34,55,8,1277408,606553,0.47,1,0,0,0,0,99,0,617911,1,188,0,0,1649028.344516932,0.8,0,0,,2021-09-04,Active,581785,Monthly,159214,135402,79009,0.2501,4,44,5,0.943,1,0,0,Current,Current,3,45,Property,Residential,,Tier-2,No,3,5,13,1240179,28
356,LOAN00356,57,1647333,9,Married,Graduate,1,142168,Business Loan,575775,24,8.23,26101,Good,1,0.37,56,55,3,2980569,2323725,0.78,3,0,0,0,0,96,0,61900,1,104,0,0,580854.2602169939,0.99,0,0,,2021-11-02,Active,67242,Bi-Monthly,114400,89219,99900,0.4407,0,30,9,0.8184,1,0,0,Current,Current,4,45,Property,Commercial,,Tier-1,No,8,4,59,3016210,37
126,LOAN00126,38,2020232,15,Single,Graduate,18,727730,Education Loan,906284,60,15.51,21803,Good,1,0.09,23,83,5,1561141,444621,0.28,0,1,0,0,0,17,2,197196,0,38,0,0,,,0,0,,2020-02-25,Active,195437,Monthly,99317,64599,91003,0.3476,4,50,7,0.9748,0,0,0,Current,Current,4,22,,,,,,4,1,47,1112175,7
542,LOAN00542,31,618939,22,Single,Graduate,12,141639,Personal Loan,798706,24,17.63,39732,Average,1,0.63,22,51,9,354196,318552,0.9,8,0,0,0,2,196,7,51817,3,179,90,1,,,1,0,,2020-01-08,NPA,55849,Irregular,198430,100431,50111,0.2019,2,69,0,0.6811,3,30,90,31-60 DPD,1-30 DPD,4,40,,,,,,0,12,9,327902,30
636,LOAN00636,40,2120433,19,Single,Graduate,9,259280,Personal Loan,1424110,72,12.6,28287,Good,1,0.28,56,55,0,1939476,298045,0.15,2,1,0,0,0,257,1,685008,1,120,0,0,,,0,0,,2020-09-06,Active,736782,Monthly,199135,165897,31544,0.1539,4,40,8,0.8946,1,0,0,Current,Current,4,45,,,,,,3,2,19,2133454,24
913,LOAN00913,43,417315,23,Married,Graduate,9,237905,Business Loan,963477,72,8.55,17152,Average,0,0.44,96,84,11,2322931,2042675,0.88,0,1,0,0,0,259,0,51934,0,66,0,0,1243873.053949469,0.77,0,0,,2020-07-03,Active,50121,Irregular,53577,29218,12168,0.2561,3,41,0,0.8389,0,0,0,Current,Current,1,39,Property,Residential,,Tier-2,Yes,6,0,55,1365370,34
865,LOAN00865,23,816648,8,Single,Graduate,0,155915,Auto Loan,1934600,84,18.58,41321,Average,1,0.17,28,58,8,1758285,485224,0.28,2,1,0,0,0,145,2,204481,1,107,0,0,2412427.610693046,0.8,0,0,,2022-01-18,Active,197844,Monthly,248599,167313,66909,0.3528,2,3,9,0.8334,1,0,0,Current,Current,0,3,Vehicle,,0.0,Tier-3,Yes,3,5,37,2036782,46
720,LOAN00720,26,1475203,11,Married,Graduate,12,553506,Business Loan,1356182,48,16.57,38831,Average,1,0.1,49,96,8,514699,56224,0.11,3,1,0,0,0,213,0,285640,1,27,0,0,1367145.490418992,0.99,0,0,,2022-03-18,Active,241320,Bi-Monthly,58528,55437,67007,0.6148,3,35,2,0.9424,1,0,0,Current,Current,1,1,Property,Commercial,,Tier-3,Yes,2,7,24,285747,20
979,LOAN00979,56,327273,5,Married,Graduate,9,107506,Education Loan,1785342,12,19.95,165341,Good,1,0.3,56,79,13,1789756,1171226,0.65,0,0,0,0,0,269,3,262730,0,21,0,0,,,0,0,,2021-11-11,Active,307022,Monthly,158005,90314,76951,0.5363,1,77,0,0.8839,0,0,0,Current,Current,2,1,,,,,,6,0,40,923763,22
998,LOAN00998,28,498509,20,Single,Postgraduate,19,59368,Auto Loan,891546,24,16.98,44071,Poor,5,0.72,22,35,3,709640,152477,0.21,6,2,1,1,2,60,5,73456,6,146,120,5,986718.5594729772,0.9,1,1,2023-08-26,2021-04-10,Default,76841,Bi-Monthly,166362,116957,21009,0.4649,10,26,1,0.352,7,120,120,90+ DPD,90+ DPD,2,23,Vehicle,,0.0,Tier-2,Yes,6,6,23,456830,53
352,LOAN00352,57,2189726,7,Married,Graduate,19,342079,Auto Loan,155124,60,18.26,3961,Good,1,0.25,34,90,8,958952,809275,0.84,3,1,0,0,0,298,3,216052,1,47,0,0,200522.6722664665,0.77,0,0,,2020-08-19,Active,228047,Monthly,74838,61710,79384,0.6328,1,5,7,0.8785,1,0,0,Current,Current,0,56,Vehicle,,9.0,Tier-3,Yes,1,5,44,811008,12
504,LOAN00504,55,988876,0,Married,Graduate,1,135175,Education Loan,704277,72,18.76,16367,Good,1,0.33,68,92,8,1646605,387620,0.24,2,1,0,0,0,239,5,285957,0,171,0,0,,,0,0,,2021-11-01,Active,240349,Monthly,75880,58317,93594,0.7734,3,31,0,0.8545,1,0,0,Current,Current,4,19,,,,,,6,3,34,1766516,9
525,LOAN00525,61,473235,26,Single,Postgraduate,6,266605,Business Loan,643005,24,14.86,31134,Average,0,0.34,66,63,13,2283088,1812377,0.79,3,1,0,0,0,83,5,318953,0,101,0,0,770303.5387958578,0.83,0,0,,2022-01-13,Active,319784,Monthly,142944,84693,41324,0.354,0,15,9,0.9695,1,0,0,Current,Current,2,14,Property,Residential,,Tier-3,Yes,3,7,16,2598946,43
907,LOAN00907,37,2391091,7,Divorced,Postgraduate,2,146310,Home Loan,1237460,24,20.29,63156,Average,0,0.44,30,59,14,2830946,445217,0.16,3,0,0,0,0,206,3,492759,1,128,0,0,1540882.837707609,0.8,0,0,,2020-11-17,Active,469514,Monthly,65070,47367,89595,0.694,2,43,2,0.8776,1,0,0,Current,Current,3,17,Property,Residential,,Tier-2,Yes,7,6,32,2192028,44
471,LOAN00471,61,749590,6,Married,High School,4,102451,Auto Loan,1345174,84,17.15,27606,Average,1,0.48,54,95,7,924118,236695,0.26,2,0,0,0,0,84,5,402947,1,97,0,0,1724496.140821206,0.78,0,0,,2022-05-07,Active,366341,Monthly,136679,88266,84079,0.376,0,73,6,0.9833,1,0,0,Current,Current,2,43,Vehicle,,5.0,Tier-1,No,7,5,16,729713,18
118,LOAN00118,40,1375015,23,Single,Graduate,14,170410,Auto Loan,1136157,24,18.02,56732,Average,0,0.46,94,93,1,371973,180478,0.49,3,1,0,0,0,293,0,312430,1,114,0,0,1208737.986890943,0.94,0,0,,2020-07-31,Active,317712,Monthly,150380,116539,29257,0.6751,0,78,6,0.867,1,0,0,Current,Current,0,54,Vehicle,,6.0,Tier-1,No,6,3,31,386743,36
289,LOAN00289,63,429466,29,Single,Graduate,16,741182,Personal Loan,1654484,48,20.13,50461,Good,0,0.31,80,68,8,1441220,1133014,0.79,3,0,0,0,0,298,2,387437,0,169,0,0,,,0,0,,2020-06-11,Active,374929,Monthly,91552,84668,95153,0.4928,3,0,5,0.9464,1,0,0,Current,Current,0,36,,,,,,3,5,20,1078184,19
390,LOAN00390,44,1762102,25,Married,Graduate,24,41822,Auto Loan,1923470,12,11.49,170439,Good,0,0.16,60,97,12,2585202,702112,0.27,3,1,0,0,0,188,0,91695,1,39,0,0,2600252.907363453,0.74,0,0,,2020-03-14,Active,106821,Monthly,20727,17956,45853,0.2628,0,64,9,0.911,0,0,0,Current,Current,1,50,Vehicle,,5.0,Tier-2,No,6,7,23,2607109,28
282,LOAN00282,28,2368137,4,Single,Postgraduate,18,167689,Business Loan,1218965,36,21.17,46031,Average,0,0.33,70,70,3,2939716,1809685,0.62,3,0,0,0,0,233,0,227533,0,55,0,0,1823773.257512581,0.67,0,0,,2022-03-08,Active,242261,Irregular,126472,83742,79406,0.3223,4,0,2,0.8769,1,0,0,Current,Current,3,48,Property,Residential,,Tier-2,Yes,9,5,31,2847993,43
253,LOAN00253,54,1544738,15,Single,Postgraduate,1,716831,Personal Loan,360675,12,15.29,32603,Good,0,0.19,24,71,4,119496,94432,0.79,2,0,0,0,0,123,5,235167,1,176,0,0,,,0,0,,2021-10-05,Active,258515,Irregular,144102,132308,66112,0.6868,2,31,2,0.9858,0,0,0,Current,Current,2,9,,,,,,0,6,22,60069,2
935,LOAN00935,25,620831,28,Single,Graduate,4,744391,Business Loan,824929,84,12.12,14615,Average,1,0.1,10,80,13,1872972,1149056,0.61,1,0,0,0,0,177,4,643194,0,154,0,0,880619.4041815379,0.94,0,0,,2020-09-29,Active,697210,Irregular,66091,59838,14552,0.1961,3,24,8,0.9374,0,0,0,Current,Current,1,15,Property,Residential,,Tier-1,Yes,7,4,53,1321708,58
